GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Measure,Value
Salaried,GPMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Median Income Before Tax,59000
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Sample Count,1850
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Estimated Population,3700
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average SE Gross Earnings,14700
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average SE Expenses,6200
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average SE Income Before Tax,8300
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Emp Gross Earnings,56800
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Emp Income Before Tax,55700
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Gross Earnings,71300
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Expenses,7200
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Income Before Tax,64000
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Income Before Tax Standard Error,459
Salaried,GPMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Median Income Before Tax,59700
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Sample Count,900
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Estimated Population,1800
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average SE Gross Earnings,16700
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average SE Expenses,7700
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average SE Income Before Tax,8800
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Emp Gross Earnings,60000
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Emp Expenses,1100
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Emp Income Before Tax,58900
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Gross Earnings,76500
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Expenses,8800
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Tot Income Before Tax,67700
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Income Before Tax Standard Error,764
Salaried,GPMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Median Income Before Tax,61700
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Sample Count,850
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Estimated Population,1700
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average SE Gross Earnings,13800
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average SE Expenses,6300
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average SE Income Before Tax,7400
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Emp Gross Earnings,59000
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Emp Income Before Tax,58000
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Gross Earnings,72700
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Expenses,7300
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Average Tot Income Before Tax,65400
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Income Before Tax Standard Error,809
Salaried,GPMS,England,All,All,All,All,All,"20,000 and over",All,,,,,Median Income Before Tax,60300
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Sample Count,600
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Estimated Population,1150
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average SE Gross Earnings,16000
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average SE Expenses,6600
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average SE Income Before Tax,9200
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average Emp Gross Earnings,57900
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average Emp Income Before Tax,56800
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average Tot Gross Earnings,73700
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average Tot Expenses,7600
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Average Tot Income Before Tax,66000
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Income Before Tax Standard Error,924
Salaried,GPMS,England,All,All,All,All,East of England,All,All,,,,,Median Income Before Tax,60000
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Sample Count,1300
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Estimated Population,2600
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average SE Gross Earnings,16700
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average SE Expenses,6100
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average SE Income Before Tax,10300
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average Emp Gross Earnings,58800
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average Emp Expenses,1100
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average Emp Income Before Tax,57700
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average Tot Gross Earnings,75200
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average Tot Expenses,7200
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Average Tot Income Before Tax,68000
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Income Before Tax Standard Error,621
Salaried,GPMS,England,All,All,All,All,London,All,All,,,,,Median Income Before Tax,64000
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Sample Count,1000
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Estimated Population,1950
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average SE Gross Earnings,12900
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average SE Expenses,5800
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average SE Income Before Tax,7000
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average Emp Gross Earnings,58300
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average Emp Expenses,1200
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average Emp Income Before Tax,57100
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average Tot Gross Earnings,71100
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average Tot Expenses,7000
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Average Tot Income Before Tax,64100
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Income Before Tax Standard Error,691
Salaried,GPMS,England,All,All,All,All,Midlands,All,All,,,,,Median Income Before Tax,58700
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Sample Count,800
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Estimated Population,1600
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average SE Gross Earnings,15400
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average SE Expenses,7500
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average SE Income Before Tax,7800
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average Emp Gross Earnings,56700
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average Emp Income Before Tax,55800
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average Tot Gross Earnings,72000
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average Tot Expenses,8500
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Average Tot Income Before Tax,63500
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Income Before Tax Standard Error,744
Salaried,GPMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,Median Income Before Tax,58900
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Sample Count,650
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Estimated Population,1300
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average SE Gross Earnings,18900
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average SE Expenses,8000
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average SE Income Before Tax,10600
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average Emp Gross Earnings,55900
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average Emp Income Before Tax,55000
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average Tot Gross Earnings,74500
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average Tot Expenses,8900
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Average Tot Income Before Tax,65600
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Income Before Tax Standard Error,884
Salaried,GPMS,England,All,All,All,All,North West,All,All,,,,,Median Income Before Tax,59400
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Sample Count,950
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Estimated Population,1850
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average SE Gross Earnings,13900
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average SE Expenses,5500
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average SE Income Before Tax,8300
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average Emp Gross Earnings,57300
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average Emp Expenses,1100
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average Emp Income Before Tax,56100
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average Tot Gross Earnings,71100
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average Tot Expenses,6700
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Average Tot Income Before Tax,64400
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Income Before Tax Standard Error,700
Salaried,GPMS,England,All,All,All,All,South East of England,All,All,,,,,Median Income Before Tax,58200
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Sample Count,750
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Estimated Population,1450
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average SE Gross Earnings,13900
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average SE Expenses,5400
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average SE Income Before Tax,8300
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average Emp Gross Earnings,53500
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average Emp Expenses,900
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average Emp Income Before Tax,52700
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average Tot Gross Earnings,67200
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average Tot Expenses,6300
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Average Tot Income Before Tax,61000
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Income Before Tax Standard Error,702
Salaried,GPMS,England,All,All,All,All,South West of England,All,All,,,,,Median Income Before Tax,57000
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Sample Count,950
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Estimated Population,1850
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average SE Gross Earnings,15500
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average SE Expenses,7400
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average SE Income Before Tax,8000
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average Emp Gross Earnings,56400
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average Emp Expenses,1100
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average Emp Income Before Tax,55300
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average Tot Gross Earnings,71800
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average Tot Expenses,8500
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Average Tot Income Before Tax,63300
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Income Before Tax Standard Error,687
Salaried,GPMS,England,All,All,All,Rural,All,All,All,,,,,Median Income Before Tax,57600
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Sample Count,5050
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Estimated Population,10100
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average SE Gross Earnings,15200
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average SE Expenses,6100
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average SE Income Before Tax,8900
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average Emp Gross Earnings,57300
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average Emp Income Before Tax,56300
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average Tot Gross Earnings,72300
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average Tot Expenses,7100
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Average Tot Income Before Tax,65200
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Income Before Tax Standard Error,297
Salaried,GPMS,England,All,All,All,Urban,All,All,All,,,,,Median Income Before Tax,60100
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Sample Count,2700
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Estimated Population,6100
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average SE Gross Earnings,15500
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average SE Expenses,6200
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average SE Income Before Tax,9100
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average Emp Gross Earnings,54900
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average Emp Expenses,900
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average Emp Income Before Tax,54000
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average Tot Gross Earnings,70200
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average Tot Expenses,7000
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Average Tot Income Before Tax,63200
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Income Before Tax Standard Error,384
Salaried,GPMS,England,All,All,<40,All,All,All,All,,,,,Median Income Before Tax,59700
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Sample Count,1950
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Estimated Population,3550
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average SE Gross Earnings,13900
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average SE Expenses,5800
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average SE Income Before Tax,7900
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Emp Gross Earnings,58700
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Emp Expenses,1200
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Emp Income Before Tax,57500
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,72400
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,7100
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,65300
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,461
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,59600
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Sample Count,1000
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,1700
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average SE Gross Earnings,16500
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average SE Expenses,7300
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average SE Income Before Tax,9100
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Emp Gross Earnings,63300
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Emp Expenses,1300
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Emp Income Before Tax,62100
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,79700
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,8600
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,71200
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,758
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,62100
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Sample Count,350
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Estimated Population,550
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average SE Gross Earnings,17900
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average SE Expenses,7800
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average SE Income Before Tax,10000
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Emp Gross Earnings,53100
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Emp Expenses,1300
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Emp Income Before Tax,51800
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,70900
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,9200
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,61700
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,1357
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,51800
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Sample Count,1750
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Estimated Population,3100
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average SE Gross Earnings,24800
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average SE Expenses,11000
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average SE Income Before Tax,13500
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Emp Gross Earnings,68600
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Emp Expenses,1000
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Emp Income Before Tax,67500
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,93100
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Expenses,12100
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,81100
