GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Type,Value
Combined,GMS,England,All,All,All,Rural,All,All,All,,,,,Sample Count,2250
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Average Tot Expenses,169900
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Average Tot Gross Earnings,268000
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Average Tot Income Before Tax,98100
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Estimated Population,17300
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Income Before Tax Standard Error,338
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Median Income Before Tax,91300
Combined,GMS,England,All,All,All,Urban,All,All,All,,,,,Sample Count,9500
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Average Tot Expenses,68800
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Average Tot Gross Earnings,134700
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Average Tot Income Before Tax,65900
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Estimated Population,3900
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Income Before Tax Standard Error,470
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Median Income Before Tax,60500
Combined,GMS,England,All,Female,<40,All,All,All,All,,,,,Sample Count,1950
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Expenses,153000
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,237700
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,84700
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Estimated Population,4150
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,552
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Median Income Before Tax,80100
Combined,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,Sample Count,2350
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Expenses,179700
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,271000
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,91300
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Estimated Population,2900
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,680
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Median Income Before Tax,86600
Combined,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,Sample Count,1650
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Average Tot Expenses,178600
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,269500
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,90900
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Estimated Population,550
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,2045
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Median Income Before Tax,78900
Combined,GMS,England,All,Female,>=60,All,All,All,All,,,,,Sample Count,300
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Average Tot Expenses,132500
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Average Tot Gross Earnings,212800
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Average Tot Income Before Tax,80300
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Estimated Population,11500
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Income Before Tax Standard Error,322
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Median Income Before Tax,74000
Combined,GMS,England,All,Female,All,All,All,All,All,,,,,Sample Count,6200
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Average Tot Expenses,165100
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Average Tot Gross Earnings,271200
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Average Tot Income Before Tax,106200
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Estimated Population,2150
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Income Before Tax Standard Error,849
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Median Income Before Tax,103200
Combined,GMS,England,All,Male,<40,All,All,All,All,,,,,Sample Count,1150
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Expenses,251700
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,377200
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,125500
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Estimated Population,3150
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,833
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Median Income Before Tax,121200
Combined,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,Sample Count,1750
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Expenses,269900
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,398000
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,128200
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Estimated Population,3350
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,882
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Median Income Before Tax,122000
Combined,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,Sample Count,1850
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Average Tot Expenses,213000
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,322500
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,109500
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Estimated Population,1350
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,1742
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Median Income Before Tax,98800
Combined,GMS,England,All,Male,>=60,All,All,All,All,,,,,Sample Count,750
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Expenses,233900
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,354000
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,120100
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Estimated Population,10050
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Income Before Tax Standard Error,493
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Median Income Before Tax,115700
Combined,GMS,England,All,Male,All,All,All,All,All,,,,,Sample Count,5500
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Average Tot Expenses,84300
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Average Tot Gross Earnings,159900
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Average Tot Income Before Tax,75600
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Estimated Population,500
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Income Before Tax Standard Error,961
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Median Income Before Tax,72300
Combined,GMS,Northern Ireland,All,All,<40,All,All,All,All,,,,,Sample Count,300
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,108400
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,196200
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,87900
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Estimated Population,400
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1183
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,86800
Combined,GMS,Northern Ireland,All,All,>=40<50,All,All,All,All,,,,,Sample Count,250
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,121500
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,226100
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,104600
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,350
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,1670
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,98900
Combined,GMS,Northern Ireland,All,All,>=50<60,All,All,All,All,,,,,Sample Count,250
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,116700
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,206500
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,89900
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Estimated Population,100
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,2827
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,82800
Combined,GMS,Northern Ireland,All,All,>=60,All,All,All,All,,,,,Sample Count,50
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Expenses,101700
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Gross Earnings,193200
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Income Before Tax,91500
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Estimated Population,200
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Income Before Tax Standard Error,2169
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Median Income Before Tax,87600
Combined,GMS,Northern Ireland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Sample Count,150
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Expenses,101800
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Gross Earnings,191300
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Average Tot Income Before Tax,89500
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Estimated Population,800
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Income Before Tax Standard Error,907
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Median Income Before Tax,86600
Combined,GMS,Northern Ireland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,Sample Count,550
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Average Tot Expenses,103500
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Average Tot Gross Earnings,191400
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Average Tot Income Before Tax,87900
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Estimated Population,1300
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Income Before Tax Standard Error,743
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Median Income Before Tax,84600
Combined,GMS,Northern Ireland,All,All,All,All,All,All,All,,,,,Sample Count,900
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Expenses,109200
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Gross Earnings,189900
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Average Tot Income Before Tax,80700
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Estimated Population,300
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Income Before Tax Standard Error,1467
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Median Income Before Tax,77300
Combined,GMS,Northern Ireland,All,All,All,All,All,"Fewer than 5,000",All,,,,,Sample Count,200
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Average Tot Expenses,107300
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Average Tot Gross Earnings,200000
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Average Tot Income Before Tax,92700
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Estimated Population,300
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Income Before Tax Standard Error,1638
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Median Income Before Tax,89800
Combined,GMS,Northern Ireland,All,All,All,Rural,All,All,All,,,,,Sample Count,200
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Average Tot Expenses,102300
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Average Tot Gross Earnings,188700
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Average Tot Income Before Tax,86300
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Estimated Population,1000
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Income Before Tax Standard Error,830
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Median Income Before Tax,83400
Combined,GMS,Northern Ireland,All,All,All,Urban,All,All,All,,,,,Sample Count,700
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Average Tot Expenses,72500
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Average Tot Gross Earnings,140000
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Average Tot Income Before Tax,67500
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Estimated Population,350
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1069
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Median Income Before Tax,64700
Combined,GMS,Northern Ireland,All,Female,<40,All,All,All,All,,,,,Sample Count,200
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Expenses,98800
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,176400
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,77600
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Estimated Population,250
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1421
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Median Income Before Tax,75500
Combined,GMS,Northern Ireland,All,Female,>=40<50,All,All,All,All,,,,,Sample Count,150
Combined,GMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Expenses,99600
Combined,GMS,Northern Ireland,All,Female,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,185800
