GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Measure,Value
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average SE Expenses,10400
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average SE Income Before Tax,10300
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Emp Gross Earnings,61400
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Emp Expenses,1100
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Emp Income Before Tax,60300
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,82000
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,11500
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,70600
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,482
Salaried,GPMS,England,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,63900
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Sample Count,1150
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,2050
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average SE Gross Earnings,13800
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average SE Expenses,5100
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average SE Income Before Tax,8700
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Emp Gross Earnings,65200
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Emp Expenses,1200
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Emp Income Before Tax,64000
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,79000
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,6200
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,72800
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,716
Salaried,GPMS,England,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,65600
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Sample Count,400
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Estimated Population,700
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average SE Gross Earnings,16100
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average SE Expenses,6700
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average SE Income Before Tax,9400
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Emp Gross Earnings,55900
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Emp Expenses,1200
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Emp Income Before Tax,54700
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,71900
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,7900
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,64100
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,1393
Salaried,GPMS,England,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,54300
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Sample Count,1900
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Estimated Population,3700
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average SE Gross Earnings,30600
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average SE Expenses,14900
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average SE Income Before Tax,15700
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Emp Gross Earnings,69000
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Emp Expenses,900
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Emp Income Before Tax,68100
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,99600
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Expenses,15800
Salaried,GPMS,England,All,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,83800
