"Practice.Code","IMD","Year"
"A81006",35.61238709,2020
"A81006",35.61238709,2021
"A81006",35.61238709,2022
"A81006",35.61238709,2023
"A81007",32.6217359,2010
"A81007",32.510996274,2011
"A81007",32.400256648,2012
"A81007",32.289517022,2013
"A81007",32.178777396,2014
"A81007",32.06803777,2015
"A81007",32.6621614275,2016
"A81007",33.256285085,2017
"A81007",33.8504087425,2018
"A81007",34.4445324,2019
"A81007",34.4445324,2020
"A81007",34.4445324,2021
"A81007",34.4445324,2022
"A81007",34.4445324,2023
"A81008",51.05680373,2010
"A81008",51.155733598,2011
"A81008",51.254663466,2012
"A81008",51.353593334,2013
"A81008",51.452523202,2014
"A81008",51.55145307,2015
"A81009",35.09873517,2010
"A81009",35.13176364,2011
"A81009",35.16479211,2012
"A81009",35.19782058,2013
"A81009",35.23084905,2014
"A81009",35.26387752,2015
"A81009",35.414370435,2016
"A81009",35.56486335,2017
"A81009",35.715356265,2018
"A81009",35.86584918,2019
"A81009",35.86584918,2020
"A81009",35.86584918,2021
"A81009",35.86584918,2022
"A81009",35.86584918,2023
"A81011",34.46625707,2010
"A81011",34.49841796,2011
"A81011",34.53057885,2012
"A81011",34.56273974,2013
"A81011",34.59490063,2014
"A81011",34.62706152,2015
"A81011",35.0475216425,2016
"A81011",35.467981765,2017
"A81011",35.8884418875,2018
"A81011",36.30890201,2019
"A81011",36.30890201,2020
"A81011",36.30890201,2021
"A81011",36.30890201,2022
"A81011",36.30890201,2023
"A81012",47.25744875,2010
"A81012",47.831746892,2011
"A81012",48.406045034,2012
"A81012",48.980343176,2013
"A81012",49.554641318,2014
"A81012",50.12893946,2015
"A81012",50.758459825,2016
"A81012",51.38798019,2017
"A81012",52.017500555,2018
"A81012",52.64702092,2019
"A81012",52.64702092,2020
"A81012",52.64702092,2021
"A81012",52.64702092,2022
"A81012",52.64702092,2023
"A81013",28.76729642,2010
"A81013",29.004934706,2011
"A81013",29.242572992,2012
"A81013",29.480211278,2013
"A81013",29.717849564,2014
"A81013",29.95548785,2015
"A81013",29.8973040825,2016
"A81013",29.839120315,2017
"A81013",29.7809365475,2018
"A81013",29.72275278,2019
"A81013",29.72275278,2020
"A81013",29.72275278,2021
"A81013",29.72275278,2022
"A81013",29.72275278,2023
"A81014",21.30051244,2010
"A81014",21.487554068,2011
"A81014",21.674595696,2012
"A81014",21.861637324,2013
"A81014",22.048678952,2014
"A81014",22.23572058,2015
"A81014",22.487115835,2016
"A81014",22.73851109,2017
"A81014",22.989906345,2018
"A81014",23.2413016,2019
"A81014",23.2413016,2020
"A81014",23.2413016,2021
"A81014",23.2413016,2022
"A81014",23.2413016,2023
"A81015",26.61031848,2010
"A81015",26.18837055,2011
"A81015",25.76642262,2012
"A81015",25.34447469,2013
"A81015",24.92252676,2014
"A81015",24.50057883,2015
"A81016",41.72949543,2010
"A81016",42.14435241,2011
"A81016",42.55920939,2012
"A81016",42.97406637,2013
"A81016",43.38892335,2014
"A81016",43.80378033,2015
"A81016",43.9751270075,2016
"A81016",44.146473685,2017
"A81016",44.3178203625,2018
"A81016",44.48916704,2019
"A81016",44.48916704,2020
"A81016",44.48916704,2021
"A81016",44.48916704,2022
"A81016",44.48916704,2023
"A81017",20.1616576,2010
"A81017",19.926964314,2011
"A81017",19.692271028,2012
"A81017",19.457577742,2013
"A81017",19.222884456,2014
"A81017",18.98819117,2015
"A81017",18.97880051,2016
"A81017",18.96940985,2017
"A81017",18.96001919,2018
"A81017",18.95062853,2019
"A81017",18.95062853,2020
"A81017",18.95062853,2021
"A81017",18.95062853,2022
"A81017",18.95062853,2023
"A81018",34.20432976,2010
"A81018",33.272067154,2011
"A81018",32.339804548,2012
"A81018",31.407541942,2013
"A81018",30.475279336,2014
"A81018",29.54301673,2015
"A81018",30.07030678,2016
"A81018",30.59759683,2017
"A81018",31.12488688,2018
"A81018",31.65217693,2019
"A81018",31.65217693,2020
"A81018",31.65217693,2021
"A81018",31.65217693,2022
"A81018",31.65217693,2023
"A81019",45.73487282,2010
"A81019",46.486853672,2011
"A81019",47.238834524,2012
"A81019",47.990815376,2013
"A81019",48.742796228,2014
"A81019",49.49477708,2015
"A81019",49.8800737225,2016
"A81019",50.265370365,2017
"A81019",50.6506670075,2018
"A81019",51.03596365,2019
"A81019",51.03596365,2020
"A81019",51.03596365,2021
"A81019",51.03596365,2022
"A81019",51.03596365,2023
"A81020",30.64940428,2010
"A81020",30.824147774,2011
"A81020",30.998891268,2012
"A81020",31.173634762,2013
"A81020",31.348378256,2014
"A81020",31.52312175,2015
"A81020",31.7900383375,2016
"A81020",32.056954925,2017
"A81020",32.3238715125,2018
"A81020",32.5907881,2019
"A81020",32.5907881,2020
"A81020",32.5907881,2021
"A81020",32.5907881,2022
"A81020",32.5907881,2023
"A81021",34.21700089,2010
"A81021",34.324228208,2011
"A81021",34.431455526,2012
"A81021",34.538682844,2013
"A81021",34.645910162,2014
"A81021",34.75313748,2015
"A81021",35.25161099,2016
"A81021",35.7500845,2017
"A81021",36.24855801,2018
"A81021",36.74703152,2019
"A81021",36.74703152,2020
"A81021",36.74703152,2021
"A81021",36.74703152,2022
"A81021",36.74703152,2023
"A81022",29.34302498,2010
"A81022",29.016467298,2011
"A81022",28.689909616,2012
"A81022",28.363351934,2013
"A81022",28.036794252,2014
"A81022",27.71023657,2015
"A81022",27.8088412,2016
"A81022",27.90744583,2017
"A81022",28.00605046,2018
"A81022",28.10465509,2019
"A81022",28.10465509,2020
"A81022",28.10465509,2021
"A81022",28.10465509,2022
"A81022",28.10465509,2023
"A81023",43.94130575,2010
"A81023",44.479223784,2011
"A81023",45.017141818,2012
"A81023",45.555059852,2013
"A81023",46.092977886,2014
"A81023",46.63089592,2015
"A81023",46.65473623,2016
"A81023",46.67857654,2017
"A81023",46.70241685,2018
"A81023",46.72625716,2019
"A81023",46.72625716,2020
"A81023",46.72625716,2021
"A81023",46.72625716,2022
"A81023",46.72625716,2023
"A81025",29.04117362,2010
"A81025",29.72718619,2011
"A81025",30.41319876,2012
"A81025",31.09921133,2013
"A81025",31.7852239,2014
"A81025",32.47123647,2015
"A81025",32.9901284375,2016
"A81025",33.509020405,2017
"A81025",34.0279123725,2018
"A81025",34.54680434,2019
"A81025",34.54680434,2020
"A81025",34.54680434,2021
"A81025",34.54680434,2022
"A81025",34.54680434,2023
"A81026",37.0013286,2010
"A81026",37.120350918,2011
"A81026",37.239373236,2012
"A81026",37.358395554,2013
"A81026",37.477417872,2014
"A81026",37.59644019,2015
"A81026",38.9578065475,2016
"A81026",40.319172905,2017
"A81026",41.6805392625,2018
"A81026",43.04190562,2019
"A81026",43.04190562,2020
"A81026",43.04190562,2021
"A81026",43.04190562,2022
"A81026",43.04190562,2023
"A81027",9.34741574,2010
"A81027",9.125591419,2011
"A81027",8.903767098,2012
"A81027",8.681942777,2013
"A81027",8.460118456,2014
"A81027",8.238294135,2015
"A81027",8.30328973,2016
"A81027",8.368285325,2017
"A81027",8.43328092,2018
"A81027",8.498276515,2019
"A81027",8.498276515,2020
"A81027",8.498276515,2021
"A81027",8.498276515,2022
"A81027",8.498276515,2023
"A81029",44.41085869,2010
"A81029",45.175140002,2011
"A81029",45.939421314,2012
"A81029",46.703702626,2013
"A81029",47.467983938,2014
"A81029",48.23226525,2015
"A81029",48.35371578,2016
"A81029",48.47516631,2017
"A81029",48.59661684,2018
"A81029",48.71806737,2019
"A81029",48.71806737,2020
"A81029",48.71806737,2021
"A81029",48.71806737,2022
"A81029",48.71806737,2023
"A81030",28.66157539,2010
"A81030",28.556454236,2011
"A81030",28.451333082,2012
"A81030",28.346211928,2013
"A81030",28.241090774,2014
"A81030",28.13596962,2015
"A81030",28.4053957775,2016
"A81030",28.674821935,2017
"A81030",28.9442480925,2018
"A81030",29.21367425,2019
"A81030",29.21367425,2020
"A81030",29.21367425,2021
"A81030",29.21367425,2022
"A81030",29.21367425,2023
"A81031",33.89583426,2010
"A81031",34.145890108,2011
"A81031",34.395945956,2012
"A81031",34.646001804,2013
"A81031",34.896057652,2014
"A81031",35.1461135,2015
"A81031",35.7021575525,2016
"A81031",36.258201605,2017
"A81031",36.8142456575,2018
"A81031",37.37028971,2019
"A81031",37.37028971,2020
"A81031",37.37028971,2021
"A81031",37.37028971,2022
"A81031",37.37028971,2023
"A81032",17.50507188,2010
"A81032",17.931240188,2011
"A81032",18.357408496,2012
"A81032",18.783576804,2013
"A81032",19.209745112,2014
"A81032",19.63591342,2015
"A81032",19.445459125,2016
"A81032",19.25500483,2017
"A81032",19.064550535,2018
"A81032",18.87409624,2019
"A81032",18.87409624,2020
"A81032",18.87409624,2021
"A81032",18.87409624,2022
"A81032",18.87409624,2023
"A81033",45.66936884,2010
"A81033",46.66363595,2011
"A81033",47.65790306,2012
"A81033",48.65217017,2013
"A81033",49.64643728,2014
"A81033",50.64070439,2015
"A81034",22.1765613,2010
"A81034",21.938866534,2011
"A81034",21.701171768,2012
"A81034",21.463477002,2013
"A81034",21.225782236,2014
"A81034",20.98808747,2015
"A81034",21.042068945,2016
"A81034",21.09605042,2017
"A81034",21.150031895,2018
"A81034",21.20401337,2019
"A81034",21.20401337,2020
"A81034",21.20401337,2021
"A81034",21.20401337,2022
"A81034",21.20401337,2023
"A81035",42.33768166,2010
"A81035",42.678418654,2011
"A81035",43.019155648,2012
"A81035",43.359892642,2013
"A81035",43.700629636,2014
"A81035",44.04136663,2015
"A81035",44.407458985,2016
"A81035",44.77355134,2017
"A81035",45.139643695,2018
"A81035",45.50573605,2019
"A81035",45.50573605,2020
"A81035",45.50573605,2021
"A81035",45.50573605,2022
"A81035",45.50573605,2023
"A81036",25.58900612,2010
"A81036",25.6905033,2011
"A81036",25.79200048,2012
"A81036",25.89349766,2013
"A81036",25.99499484,2014
"A81036",26.09649202,2015
"A81036",26.6096112225,2016
"A81036",27.122730425,2017
"A81036",27.6358496275,2018
"A81036",28.14896883,2019
"A81036",28.14896883,2020
"A81036",28.14896883,2021
"A81036",28.14896883,2022
"A81036",28.14896883,2023
"A81037",45.87269128,2010
"A81037",46.189972984,2011
"A81037",46.507254688,2012
"A81037",46.824536392,2013
"A81037",47.141818096,2014
"A81037",47.4590998,2015
"A81037",47.394796735,2016
"A81037",47.33049367,2017
"A81037",47.266190605,2018
"A81037",47.20188754,2019
"A81037",47.20188754,2020
"A81037",47.20188754,2021
"A81037",47.20188754,2022
"A81037",47.20188754,2023
"A81038",49.02316293,2010
"A81038",48.818013742,2011
"A81038",48.612864554,2012
"A81038",48.407715366,2013
"A81038",48.202566178,2014
"A81038",47.99741699,2015
"A81038",48.2104835775,2016
"A81038",48.423550165,2017
"A81038",48.6366167525,2018
"A81038",48.84968334,2019
"A81038",48.84968334,2020
"A81038",48.84968334,2021
"A81038",48.84968334,2022
"A81038",48.84968334,2023
"A81039",9.321513029,2010
"A81039",9.3257941928,2011
"A81039",9.3300753566,2012
"A81039",9.3343565204,2013
"A81039",9.3386376842,2014
"A81039",9.342918848,2015
"A81039",9.45992643575,2016
"A81039",9.5769340235,2017
"A81039",9.69394161125,2018
"A81039",9.810949199,2019
"A81039",9.810949199,2020
"A81039",9.810949199,2021
"A81039",9.810949199,2022
"A81039",9.810949199,2023
"A81040",23.08325973,2010
"A81040",23.195150316,2011
"A81040",23.307040902,2012
"A81040",23.418931488,2013
"A81040",23.530822074,2014
"A81040",23.64271266,2015
"A81040",23.7714660575,2016
"A81040",23.900219455,2017
"A81040",24.0289728525,2018
"A81040",24.15772625,2019
"A81040",24.15772625,2020
"A81040",24.15772625,2021
"A81040",24.15772625,2022
"A81040",24.15772625,2023
"A81041",35.32744033,2010
"A81041",35.097694766,2011
"A81041",34.867949202,2012
"A81041",34.638203638,2013
"A81041",34.408458074,2014
"A81041",34.17871251,2015
"A81041",34.552151445,2016
"A81041",34.92559038,2017
"A81041",35.299029315,2018
"A81041",35.67246825,2019
"A81041",35.67246825,2020
"A81041",35.67246825,2021
"A81041",35.67246825,2022
"A81041",35.67246825,2023
"A81042",46.18044186,2010
"A81042",46.07056358,2011
"A81042",45.9606853,2012
"A81042",45.85080702,2013
"A81042",45.74092874,2014
"A81042",45.63105046,2015
"A81042",45.34546482,2016
"A81042",45.05987918,2017
"A81042",44.77429354,2018
"A81042",44.4887079,2019
"A81042",44.4887079,2020
"A81042",44.4887079,2021
"A81042",44.4887079,2022
"A81042",44.4887079,2023
"A81043",33.36523651,2010
"A81043",33.157107066,2011
"A81043",32.948977622,2012
"A81043",32.740848178,2013
"A81043",32.532718734,2014
"A81043",32.32458929,2015
"A81043",32.964860075,2016
"A81043",33.60513086,2017
"A81043",34.245401645,2018
"A81043",34.88567243,2019
"A81043",34.88567243,2020
"A81043",34.88567243,2021
"A81043",34.88567243,2022
"A81043",34.88567243,2023
"A81044",31.70625856,2010
"A81044",31.489086058,2011
"A81044",31.271913556,2012
"A81044",31.054741054,2013
"A81044",30.837568552,2014
"A81044",30.62039605,2015
"A81044",31.6862645725,2016
"A81044",32.752133095,2017
"A81044",33.8180016175,2018
"A81044",34.88387014,2019
"A81044",34.88387014,2020
"A81044",34.88387014,2021
"A81044",34.88387014,2022
"A81044",34.88387014,2023
"A81045",28.41771205,2010
"A81045",28.254162856,2011
"A81045",28.090613662,2012
"A81045",27.927064468,2013
"A81045",27.763515274,2014
"A81045",27.59996608,2015
"A81045",28.28459861,2016
"A81045",28.96923114,2017
"A81045",29.65386367,2018
"A81045",30.3384962,2019
"A81045",30.3384962,2020
"A81045",30.3384962,2021
"A81045",30.3384962,2022
"A81045",30.3384962,2023
"A81046",26.35472265,2010
"A81046",26.896192264,2011
"A81046",27.437661878,2012
"A81046",27.979131492,2013
"A81046",28.520601106,2014
"A81046",29.06207072,2015
"A81046",29.6640217775,2016
"A81046",30.265972835,2017
"A81046",30.8679238925,2018
"A81046",31.46987495,2019
"A81046",31.46987495,2020
"A81046",31.46987495,2021
"A81046",31.46987495,2022
"A81046",31.46987495,2023
"A81047",16.53108103,2010
"A81047",16.051127548,2011
"A81047",15.571174066,2012
"A81047",15.091220584,2013
"A81047",14.611267102,2014
"A81047",14.13131362,2015
"A81048",17.5479675,2010
"A81048",17.17146682,2011
"A81048",16.79496614,2012
"A81048",16.41846546,2013
"A81048",16.04196478,2014
"A81048",15.6654641,2015
"A81048",16.026274905,2016
"A81048",16.38708571,2017
"A81048",16.747896515,2018
"A81048",17.10870732,2019
"A81048",17.10870732,2020
"A81048",17.10870732,2021
"A81048",17.10870732,2022
"A81048",17.10870732,2023
"A81049",46.69409407,2010
"A81049",47.252778936,2011
"A81049",47.811463802,2012
"A81049",48.370148668,2013
"A81049",48.928833534,2014
"A81049",49.4875184,2015
"A81049",50.09070627,2016
"A81049",50.69389414,2017
"A81049",51.29708201,2018
"A81049",51.90026988,2019
"A81049",51.90026988,2020
"A81049",51.90026988,2021
"A81049",51.90026988,2022
"A81049",51.90026988,2023
"A81051",29.22604011,2010
"A81051",28.944867128,2011
"A81051",28.663694146,2012
"A81051",28.382521164,2013
"A81051",28.101348182,2014
"A81051",27.8201752,2015
"A81051",27.9698589,2016
"A81051",28.1195426,2017
"A81051",28.2692263,2018
"A81051",28.41891,2019
"A81051",28.41891,2020
"A81051",28.41891,2021
"A81051",28.41891,2022
"A81051",28.41891,2023
"A81052",30.28577907,2010
"A81052",29.821070826,2011
"A81052",29.356362582,2012
"A81052",28.891654338,2013
"A81052",28.426946094,2014
"A81052",27.96223785,2015
"A81052",28.327276935,2016
"A81052",28.69231602,2017
"A81052",29.057355105,2018
"A81052",29.42239419,2019
"A81052",29.42239419,2020
"A81052",29.42239419,2021
"A81052",29.42239419,2022
"A81052",29.42239419,2023
"A81053",36.70231614,2010
"A81053",37.089921776,2011
"A81053",37.477527412,2012
"A81053",37.865133048,2013
"A81053",38.252738684,2014
"A81053",38.64034432,2015
"A81053",38.2008383875,2016
"A81053",37.761332455,2017
"A81053",37.3218265225,2018
"A81053",36.88232059,2019
"A81053",36.88232059,2020
"A81053",36.88232059,2021
"A81053",36.88232059,2022
"A81053",36.88232059,2023
"A81054",29.47672894,2010
"A81054",29.119349632,2011
"A81054",28.761970324,2012
"A81054",28.404591016,2013
"A81054",28.047211708,2014
"A81054",27.6898324,2015
"A81054",28.333888015,2016
"A81054",28.97794363,2017
"A81054",29.621999245,2018
"A81054",30.26605486,2019
"A81054",30.26605486,2020
"A81054",30.26605486,2021
"A81054",30.26605486,2022
"A81054",30.26605486,2023
"A81056",22.79643707,2010
"A81056",23.040384936,2011
"A81056",23.284332802,2012
"A81056",23.528280668,2013
"A81056",23.772228534,2014
"A81056",24.0161764,2015
"A81056",24.055055325,2016
"A81056",24.09393425,2017
"A81056",24.132813175,2018
"A81056",24.1716921,2019
"A81056",24.1716921,2020
"A81056",24.1716921,2021
"A81056",24.1716921,2022
"A81056",24.1716921,2023
"A81057",24.63371115,2010
"A81057",24.768773676,2011
"A81057",24.903836202,2012
"A81057",25.038898728,2013
"A81057",25.173961254,2014
"A81057",25.30902378,2015
"A81057",25.531277615,2016
"A81057",25.75353145,2017
"A81057",25.975785285,2018
"A81057",26.19803912,2019
"A81057",26.19803912,2020
"A81057",26.19803912,2021
"A81057",26.19803912,2022
"A81057",26.19803912,2023
"A81058",27.35762911,2010
"A81058",27.40784293,2011
"A81058",27.45805675,2012
"A81058",27.50827057,2013
"A81058",27.55848439,2014
"A81058",27.60869821,2015
"A81058",28.0331947525,2016
"A81058",28.457691295,2017
"A81058",28.8821878375,2018
"A81058",29.30668438,2019
"A81058",29.30668438,2020
"A81058",29.30668438,2021
"A81058",29.30668438,2022
"A81058",29.30668438,2023
"A81060",32.35332712,2010
"A81060",32.222596424,2011
"A81060",32.091865728,2012
"A81060",31.961135032,2013
"A81060",31.830404336,2014
"A81060",31.69967364,2015
"A81060",32.056891385,2016
"A81060",32.41410913,2017
"A81060",32.771326875,2018
"A81060",33.12854462,2019
"A81060",33.12854462,2020
"A81060",33.12854462,2021
"A81060",33.12854462,2022
"A81060",33.12854462,2023
"A81063",39.44005172,2010
"A81063",38.781664696,2011
"A81063",38.123277672,2012
"A81063",37.464890648,2013
"A81063",36.806503624,2014
"A81063",36.1481166,2015
"A81063",36.5183989825,2016
"A81063",36.888681365,2017
"A81063",37.2589637475,2018
"A81063",37.62924613,2019
"A81063",37.62924613,2020
"A81063",37.62924613,2021
"A81063",37.62924613,2022
"A81063",37.62924613,2023
"A81064",40.69744288,2010
"A81064",41.310109304,2011
"A81064",41.922775728,2012
"A81064",42.535442152,2013
"A81064",43.148108576,2014
"A81064",43.760775,2015
"A81064",44.34942455,2016
"A81064",44.9380741,2017
"A81064",45.52672365,2018
"A81064",46.1153732,2019
"A81064",46.1153732,2020
"A81064",46.1153732,2021
"A81064",46.1153732,2022
"A81064",46.1153732,2023
"A81065",47.49871916,2010
"A81065",47.708802774,2011
"A81065",47.918886388,2012
"A81065",48.128970002,2013
"A81065",48.339053616,2014
"A81065",48.54913723,2015
"A81065",48.7024387375,2016
"A81065",48.855740245,2017
"A81065",49.0090417525,2018
"A81065",49.16234326,2019
"A81065",49.16234326,2020
"A81065",49.16234326,2021
"A81065",49.16234326,2022
"A81065",49.16234326,2023
"A81066",14.44516511,2010
"A81066",14.448614124,2011
"A81066",14.452063138,2012
"A81066",14.455512152,2013
"A81066",14.458961166,2014
"A81066",14.46241018,2015
"A81066",14.8671506275,2016
"A81066",15.271891075,2017
"A81066",15.6766315225,2018
"A81066",16.08137197,2019
"A81066",16.08137197,2020
"A81066",16.08137197,2021
"A81066",16.08137197,2022
"A81066",16.08137197,2023
"A81067",40.20915994,2010
"A81067",40.12168376,2011
"A81067",40.03420758,2012
"A81067",39.9467314,2013
"A81067",39.85925522,2014
"A81067",39.77177904,2015
"A81067",39.95640077,2016
"A81067",40.1410225,2017
"A81067",40.32564423,2018
"A81067",40.51026596,2019
"A81067",40.51026596,2020
"A81067",40.51026596,2021
"A81067",40.51026596,2022
"A81067",40.51026596,2023
"A81069",32.1748619,2010
"A81069",31.836768162,2011
"A81069",31.498674424,2012
"A81069",31.160580686,2013
"A81069",30.822486948,2014
"A81069",30.48439321,2015
"A81070",42.12683036,2010
"A81070",42.272542686,2011
"A81070",42.418255012,2012
"A81070",42.563967338,2013
"A81070",42.709679664,2014
"A81070",42.85539199,2015
"A81070",39.9708216825,2016
"A81070",37.086251375,2017
"A81070",34.2016810675,2018
"A81070",31.31711076,2019
"A81070",31.31711076,2020
"A81070",31.31711076,2021
"A81070",31.31711076,2022
"A81070",31.31711076,2023
"A81602",21.53674896,2010
"A81602",21.572934782,2011
"A81602",21.609120604,2012
"A81602",21.645306426,2013
"A81602",21.681492248,2014
"A81602",21.71767807,2015
"A81602",21.720227635,2016
"A81602",21.7227772,2017
"A81602",21.725326765,2018
"A81602",21.72787633,2019
"A81602",21.72787633,2020
"A81602",21.72787633,2021
"A81602",21.72787633,2022
"A81602",21.72787633,2023
"A81605",22.68117448,2010
"A81605",22.5598196,2011
"A81605",22.43846472,2012
"A81605",22.31710984,2013
"A81605",22.19575496,2014
"A81605",22.07440008,2015
"A81608",27.56103053,2010
"A81608",29.515900626,2011
"A81608",31.470770722,2012
"A81608",33.425640818,2013
"A81608",35.380510914,2014
"A81608",37.33538101,2015
"A81608",37.7496155825,2016
"A81608",38.163850155,2017
"A81608",38.5780847275,2018
"A81608",38.9923193,2019
"A81608",38.9923193,2020
"A81608",38.9923193,2021
"A81608",38.9923193,2022
"A81608",38.9923193,2023
"A81609",43.80993978,2010
"A81609",44.175423188,2011
"A81609",44.540906596,2012
"A81609",44.906390004,2013
"A81609",45.271873412,2014
"A81609",45.63735682,2015
"A81610",22.58632412,2010
"A81610",22.633204202,2011
"A81610",22.680084284,2012
"A81610",22.726964366,2013
"A81610",22.773844448,2014
"A81610",22.82072453,2015
"A81610",22.9483611275,2016
"A81610",23.075997725,2017
"A81610",23.2036343225,2018
"A81610",23.33127092,2019
"A81610",23.33127092,2020
"A81610",23.33127092,2021
"A81610",23.33127092,2022
"A81610",23.33127092,2023
"A81611",25.95350161,2010
"A81611",25.91832893,2011
"A81611",25.88315625,2012
"A81611",25.84798357,2013
"A81611",25.81281089,2014
"A81611",25.77763821,2015
"A81611",26.5371085825,2016
"A81611",27.296578955,2017
"A81611",28.0560493275,2018
"A81611",28.8155197,2019
"A81611",28.8155197,2020
"A81611",28.8155197,2021
"A81611",28.8155197,2022
"A81611",28.8155197,2023
"A81612",24.28138548,2010
"A81612",23.836546778,2011
"A81612",23.391708076,2012
"A81612",22.946869374,2013
"A81612",22.502030672,2014
"A81612",22.05719197,2015
"A81612",22.39600624,2016
"A81612",22.73482051,2017
"A81612",23.07363478,2018
"A81612",23.41244905,2019
"A81612",23.41244905,2020
"A81612",23.41244905,2021
"A81612",23.41244905,2022
"A81612",23.41244905,2023
"A81613",36.81892465,2010
"A81613",36.779709966,2011
"A81613",36.740495282,2012
"A81613",36.701280598,2013
"A81613",36.662065914,2014
"A81613",36.62285123,2015
"A81618",23.39615186,2010
"A81618",22.988184732,2011
"A81618",22.580217604,2012
"A81618",22.172250476,2013
"A81618",21.764283348,2014
"A81618",21.35631622,2015
"A81618",21.2410464025,2016
"A81618",21.125776585,2017
"A81618",21.0105067675,2018
"A81618",20.89523695,2019
"A81618",20.89523695,2020
"A81618",20.89523695,2021
"A81618",20.89523695,2022
"A81618",20.89523695,2023
"A81620",19.43348883,2010
"A81621",62.53271279,2010
"A81621",63.139900438,2011
"A81621",63.747088086,2012
"A81621",64.354275734,2013
"A81621",64.961463382,2014
"A81621",65.56865103,2015
"A81621",66.0283402425,2016
"A81621",66.488029455,2017
"A81621",66.9477186675,2018
"A81621",67.40740788,2019
"A81621",67.40740788,2020
"A81621",67.40740788,2021
"A81621",67.40740788,2022
"A81621",67.40740788,2023
"A81622",38.14678306,2010
"A81622",38.050875542,2011
"A81622",37.954968024,2012
"A81622",37.859060506,2013
"A81622",37.763152988,2014
"A81622",37.66724547,2015
"A81622",38.3492399925,2016
"A81622",39.031234515,2017
"A81622",39.7132290375,2018
"A81622",40.39522356,2019
"A81622",40.39522356,2020
"A81622",40.39522356,2021
"A81622",40.39522356,2022
"A81622",40.39522356,2023
"A81623",40.60065599,2010
"A81623",41.132629764,2011
"A81623",41.664603538,2012
"A81623",42.196577312,2013
"A81623",42.728551086,2014
"A81623",43.26052486,2015
"A81629",33.91649493,2010
"A81629",34.367919064,2011
"A81629",34.819343198,2012
"A81629",35.270767332,2013
"A81629",35.722191466,2014
"A81629",36.1736156,2015
"A81629",36.7601739825,2016
"A81629",37.346732365,2017
"A81629",37.9332907475,2018
"A81629",38.51984913,2019
"A81629",38.51984913,2020
"A81629",38.51984913,2021
"A81629",38.51984913,2022
"A81629",38.51984913,2023
"A81630",55.92322227,2010
"A81630",56.231539214,2011
"A81630",56.539856158,2012
"A81630",56.848173102,2013
"A81630",57.156490046,2014
"A81630",57.46480699,2015
"A81630",57.5721018525,2016
"A81630",57.679396715,2017
"A81630",57.7866915775,2018
"A81630",57.89398644,2019
"A81630",57.89398644,2020
"A81630",57.89398644,2021
"A81630",57.89398644,2022
"A81630",57.89398644,2023
"A81631",34.81640158,2010
"A81631",34.657375904,2011
"A81631",34.498350228,2012
"A81631",34.339324552,2013
"A81631",34.180298876,2014
"A81631",34.0212732,2015
"A81631",34.38660354,2016
"A81631",34.75193388,2017
"A81631",35.11726422,2018
"A81631",35.48259456,2019
"A81631",35.48259456,2020
"A81631",35.48259456,2021
"A81631",35.48259456,2022
"A81631",35.48259456,2023
"A81632",48.64024344,2010
"A81632",48.52499535,2011
"A81632",48.40974726,2012
"A81632",48.29449917,2013
"A81632",48.17925108,2014
"A81632",48.06400299,2015
"A81632",48.5043130525,2016
"A81632",48.944623115,2017
