IndicatorID,Year,AreaCode,AreaName,IsAreaCurrent,Value
93553,2019,A81023,The Endeavour Practice,1,46.72625716
93553,2010,A81025,The Dovecot Surgery,1,29.04117362
93553,2015,A81025,The Dovecot Surgery,1,32.47123647
93553,2019,A81025,The Dovecot Surgery,1,34.54680434
93553,2010,A81026,The Linthorpe Surgery,1,37.0013286
93553,2015,A81026,The Linthorpe Surgery,1,37.59644019
93553,2019,A81026,The Linthorpe Surgery,1,43.04190562
93553,2010,A81027,Yarm Medical Practice,1,9.34741574
93553,2015,A81027,Yarm Medical Practice,1,8.238294135
93553,2019,A81027,Yarm Medical Practice,1,8.498276515
93553,2010,A81029,Prospect Surgery,1,44.41085869
93553,2015,A81029,Prospect Surgery,1,48.23226525
93553,2019,A81029,Prospect Surgery,1,48.71806737
93553,2010,A81030,Borough Road & Nunthorpe Medical Group,1,28.66157539
93553,2015,A81030,Borough Road & Nunthorpe Medical Group,1,28.13596962
93553,2019,A81030,Borough Road & Nunthorpe Medical Group,1,29.21367425
93553,2010,A81031,Havelock Grange Practice,1,33.89583426
93553,2015,A81031,Havelock Grange Practice,1,35.1461135
93553,2019,A81031,Havelock Grange Practice,1,37.37028971
93553,2010,A81032,The Garth,1,17.50507188
93553,2015,A81032,The Garth,1,19.63591342
93553,2019,A81032,The Garth,1,18.87409624
93553,2010,A81033,Oakfield Medical Practice,0,45.66936884
93553,2015,A81033,Oakfield Medical Practice,0,50.64070439
93553,2010,A81034,Thornaby & Barwick Medical Group,1,22.1765613
93553,2015,A81034,Thornaby & Barwick Medical Group,1,20.98808747
93553,2019,A81034,Thornaby & Barwick Medical Group,1,21.20401337
93553,2010,A81035,Newlands Medical Centre,1,42.33768166
93553,2015,A81035,Newlands Medical Centre,1,44.04136663
93553,2019,A81035,Newlands Medical Centre,1,45.50573605
93553,2010,A81036,Norton Medical Centre,1,25.58900612
93553,2015,A81036,Norton Medical Centre,1,26.09649202
93553,2019,A81036,Norton Medical Centre,1,28.14896883
93553,2010,A81037,The Erimus Practice,1,45.87269128
93553,2015,A81037,The Erimus Practice,1,47.4590998
93553,2019,A81037,The Erimus Practice,1,47.20188754
93553,2010,A81038,Hirsel Medical Centre,1,49.02316293
93553,2015,A81038,Hirsel Medical Centre,1,47.99741699
93553,2019,A81038,Hirsel Medical Centre,1,48.84968334
93553,2010,A81039,Eaglescliffe Medical Practice,1,9.321513029
93553,2015,A81039,Eaglescliffe Medical Practice,1,9.342918848
93553,2019,A81039,Eaglescliffe Medical Practice,1,9.810949199
93553,2010,A81040,Marsh House Medical Practice,1,23.08325973
93553,2015,A81040,Marsh House Medical Practice,1,23.64271266
93553,2019,A81040,Marsh House Medical Practice,1,24.15772625
93553,2010,A81041,Hart Medical Practice,1,35.32744033
93553,2015,A81041,Hart Medical Practice,1,34.17871251
93553,2019,A81041,Hart Medical Practice,1,35.67246825
93553,2010,A81042,South Grange Medical Group Practice,1,46.18044186
93553,2015,A81042,South Grange Medical Group Practice,1,45.63105046
93553,2019,A81042,South Grange Medical Group Practice,1,44.4887079
93553,2010,A81043,The Manor House Surgery,1,33.36523651
93553,2015,A81043,The Manor House Surgery,1,32.32458929
93553,2019,A81043,The Manor House Surgery,1,34.88567243
93553,2010,A81044,Mckenzie House Surgery,1,31.70625856
93553,2015,A81044,Mckenzie House Surgery,1,30.62039605
93553,2019,A81044,Mckenzie House Surgery,1,34.88387014
93553,2010,A81045,The Coatham Road Surgery,1,28.41771205
93553,2015,A81045,The Coatham Road Surgery,1,27.59996608
93553,2019,A81045,The Coatham Road Surgery,1,30.3384962
93553,2010,A81046,Woodlands Family Medical Centre,1,26.35472265
93553,2015,A81046,Woodlands Family Medical Centre,1,29.06207072
93553,2019,A81046,Woodlands Family Medical Centre,1,31.46987495
93553,2010,A81047,Marske Medical Centre,0,16.53108103
93553,2015,A81047,Marske Medical Centre,0,14.13131362
93553,2010,A81048,Zetland Medical Practice,1,17.5479675
93553,2015,A81048,Zetland Medical Practice,1,15.6654641
93553,2019,A81048,Zetland Medical Practice,1,17.10870732
93553,2010,A81049,Kings Medical Centre,1,46.69409407
93553,2015,A81049,Kings Medical Centre,1,49.4875184
93553,2019,A81049,Kings Medical Centre,1,51.90026988
93553,2010,A81051,Cambridge Medical Group,1,29.22604011
93553,2015,A81051,Cambridge Medical Group,1,27.8201752
93553,2019,A81051,Cambridge Medical Group,1,28.41891
93553,2010,A81052,The Green House Surgery,1,30.28577907
93553,2015,A81052,The Green House Surgery,1,27.96223785
93553,2019,A81052,The Green House Surgery,1,29.42239419
93553,2010,A81053,Woodside Surgery,1,36.70231614
93553,2015,A81053,Woodside Surgery,1,38.64034432
93553,2019,A81053,Woodside Surgery,1,36.88232059
93553,2010,A81054,The Saltscar Surgery,1,29.47672894
93553,2015,A81054,The Saltscar Surgery,1,27.6898324
93553,2019,A81054,The Saltscar Surgery,1,30.26605486
93553,2010,A81056,Melrose Surgery,1,22.79643707
93553,2015,A81056,Melrose Surgery,1,24.0161764
93553,2019,A81056,Melrose Surgery,1,24.1716921
93553,2010,A81057,Kingsway Medical Centre,1,24.63371115
93553,2015,A81057,Kingsway Medical Centre,1,25.30902378
93553,2019,A81057,Kingsway Medical Centre,1,26.19803912
93553,2010,A81058,Coulby Medical Practice,1,27.35762911
93553,2015,A81058,Coulby Medical Practice,1,27.60869821
93553,2019,A81058,Coulby Medical Practice,1,29.30668438
93553,2010,A81060,The Koh Practice,1,32.35332712
93553,2015,A81060,The Koh Practice,1,31.69967364
93553,2019,A81060,The Koh Practice,1,33.12854462
93553,2010,A81063,The Headland Medical Centre,1,39.44005172
93553,2015,A81063,The Headland Medical Centre,1,36.1481166
93553,2019,A81063,The Headland Medical Centre,1,37.62924613
93553,2010,A81064,The Discovery Practice,1,40.69744288
93553,2015,A81064,The Discovery Practice,1,43.760775
93553,2019,A81064,The Discovery Practice,1,46.1153732
93553,2010,A81065,The Eston Surgery,1,47.49871916
93553,2015,A81065,The Eston Surgery,1,48.54913723
93553,2019,A81065,The Eston Surgery,1,49.16234326
93553,2010,A81066,Park Lane Surgery,1,14.44516511
93553,2015,A81066,Park Lane Surgery,1,14.46241018
93553,2019,A81066,Park Lane Surgery,1,16.08137197
93553,2010,A81067,Alma Medical Centre,1,40.20915994
93553,2015,A81067,Alma Medical Centre,1,39.77177904
93553,2019,A81067,Alma Medical Centre,1,40.51026596
93553,2010,A81069,Rainbow Surgery,0,32.1748619
93553,2015,A81069,Rainbow Surgery,0,30.48439321
93553,2010,A81070,Mckenzie Group Practice,1,42.12683036
93553,2015,A81070,Mckenzie Group Practice,1,42.85539199
93553,2019,A81070,Mckenzie Group Practice,1,31.31711076
93553,2010,A81602,Dr Rasool,1,21.53674896
93553,2015,A81602,Dr Rasool,1,21.71767807
93553,2019,A81602,Dr Rasool,1,21.72787633
93553,2010,A81605,Park Avenue Surgery,0,22.68117448
93553,2015,A81605,Park Avenue Surgery,0,22.07440008
93553,2010,A81608,Elm Tree Surgery,1,27.56103053
93553,2015,A81608,Elm Tree Surgery,1,37.33538101
93553,2019,A81608,Elm Tree Surgery,1,38.9923193
93553,2010,A81609,Tennant Street Medical Practice,0,43.80993978
93553,2015,A81609,Tennant Street Medical Practice,0,45.63735682
93553,2010,A81610,The Roseberry Practice,1,22.58632412
93553,2015,A81610,The Roseberry Practice,1,22.82072453
93553,2019,A81610,The Roseberry Practice,1,23.33127092
93553,2010,A81611,Parkway Medical Centre,1,25.95350161
93553,2015,A81611,Parkway Medical Centre,1,25.77763821
93553,2019,A81611,Parkway Medical Centre,1,28.8155197
93553,2010,A81612,The Patel Practice,1,24.28138548
93553,2015,A81612,The Patel Practice,1,22.05719197
93553,2019,A81612,The Patel Practice,1,23.41244905
93553,2010,A81613,Journee Medical Practice,0,36.81892465
93553,2015,A81613,Journee Medical Practice,0,36.62285123
93553,2010,A81618,Huntcliff Surgery,1,23.39615186
93553,2015,A81618,Huntcliff Surgery,1,21.35631622
93553,2019,A81618,Huntcliff Surgery,1,20.89523695
93553,2010,A81620,DR CHOUDHURY,0,19.43348883
93553,2010,A81621,Thorntree Surgery,1,62.53271279
93553,2015,A81621,Thorntree Surgery,1,65.56865103
93553,2019,A81621,Thorntree Surgery,1,67.40740788
93553,2010,A81622,Gladstone House Surgery,1,38.14678306
93553,2015,A81622,Gladstone House Surgery,1,37.66724547
93553,2019,A81622,Gladstone House Surgery,1,40.39522356
93553,2010,A81623,North Shore Medical Practice,0,40.60065599
93553,2015,A81623,North Shore Medical Practice,0,43.26052486
93553,2010,A81629,Riverside Medical Practice,1,33.91649493
93553,2015,A81629,Riverside Medical Practice,1,36.1736156
93553,2019,A81629,Riverside Medical Practice,1,38.51984913
93553,2010,A81630,Foundations,0,55.92322227
93553,2015,A81630,Foundations,0,57.46480699
93553,2019,A81630,Foundations,0,57.89398644
93553,2010,A81631,West View Millenium Surgery A,1,34.81640158
93553,2015,A81631,West View Millenium Surgery A,1,34.0212732
93553,2019,A81631,West View Millenium Surgery A,1,35.48259456
93553,2010,A81632,Lawson Street Practice,0,48.64024344
93553,2015,A81632,Lawson Street Practice,0,48.06400299
93553,2019,A81632,Lawson Street Practice,0,49.82524324
93553,2010,A81633,Foundations -Harris Street,1,55.99362366
93553,2015,A81633,Foundations -Harris Street,1,64.82837884
93553,2019,A81633,Foundations -Harris Street,1,62.98951579
93553,2010,A81634,The Arrival Practice,1,56.05681708
93553,2015,A81634,The Arrival Practice,1,58.38800181
93553,2019,A81634,The Arrival Practice,1,59.15179074
93553,2010,A82003,Ulverston Health Centre (Murray),1,15.68919148
93553,2015,A82003,Ulverston Health Centre (Murray),1,15.51997488
93553,2019,A82003,Ulverston Health Centre (Murray),1,14.57892826
93553,2010,A82004,Alston Medical Practice,1,20.07780349
93553,2015,A82004,Alston Medical Practice,1,19.05945654
93553,2019,A82004,Alston Medical Practice,1,20.10173872
93553,2010,A82005,Ambleside Health Centre,1,9.785457517
93553,2015,A82005,Ambleside Health Centre,1,12.48831591
93553,2019,A82005,Ambleside Health Centre,1,12.58326118
93553,2010,A82006,Appleby Medical Practice,1,12.46712708
93553,2015,A82006,Appleby Medical Practice,1,15.06987332
93553,2019,A82006,Appleby Medical Practice,1,15.88497829
93553,2010,A82007,Duke Street Surgery,1,36.34151092
93553,2015,A82007,Duke Street Surgery,1,35.54259594
93553,2019,A82007,Duke Street Surgery,1,35.34187825
93553,2010,A82008,Norwood Medical Centre,1,33.29849553
93553,2015,A82008,Norwood Medical Centre,1,31.96101079
93553,2019,A82008,Norwood Medical Centre,1,32.31908057
93553,2010,A82009,Bridgegate Medical Centre,1,36.26905918
93553,2015,A82009,Bridgegate Medical Centre,1,34.61431734
93553,2019,A82009,Bridgegate Medical Centre,1,33.33581017
93553,2010,A82010,Abbey Road Surgery,1,29.01821488
93553,2015,A82010,Abbey Road Surgery,1,27.09549171
93553,2019,A82010,Abbey Road Surgery,1,26.73957171
93553,2010,A82011,Hartington Street Medical Practice,0,38.46987736
93553,2010,A82012,Brampton Medical Practice,1,15.38359752
93553,2015,A82012,Brampton Medical Practice,1,15.19626263
93553,2019,A82012,Brampton Medical Practice,1,14.18831259
93553,2010,A82013,Upper Eden Medical Practice,1,16.94048507
93553,2015,A82013,Upper Eden Medical Practice,1,19.14785581
93553,2019,A82013,Upper Eden Medical Practice,1,20.56862815
93553,2010,A82014,Caldbeck Surgery,1,14.59954566
93553,2015,A82014,Caldbeck Surgery,1,15.99653288
93553,2019,A82014,Caldbeck Surgery,1,17.63140964
93553,2010,A82015,Warwick Road Surgery,1,28.66573327
93553,2015,A82015,Warwick Road Surgery,1,29.26546443
93553,2019,A82015,Warwick Road Surgery,1,27.80747266
93553,2010,A82016,Carlisle Healthcare,1,24.60847204
93553,2015,A82016,Carlisle Healthcare,1,23.70377944
93553,2019,A82016,Carlisle Healthcare,1,22.7083934
93553,2010,A82017,Brunswick House Medical Group,0,29.83912692
93553,2015,A82017,Brunswick House Medical Group,0,29.29461668
93553,2010,A82018,Spencer St Surgery,1,24.45826898
93553,2015,A82018,Spencer St Surgery,1,24.2527312
93553,2019,A82018,Spencer St Surgery,1,23.52692056
93553,2010,A82019,Fusehill Medical Practice,1,25.34903543
93553,2015,A82019,Fusehill Medical Practice,1,24.55590085
93553,2019,A82019,Fusehill Medical Practice,1,24.48907915
93553,2010,A82020,Eden Medical Group,1,25.78237253
93553,2015,A82020,Eden Medical Group,1,25.35459553
93553,2019,A82020,Eden Medical Group,1,24.62371007
93553,2010,A82021,Castlegate and Derwent Surgery,1,12.7291108
93553,2015,A82021,Castlegate and Derwent Surgery,1,13.18429145
93553,2019,A82021,Castlegate and Derwent Surgery,1,13.41072608
93553,2010,A82022,Dalston Medical Group,1,15.83087833
93553,2015,A82022,Dalston Medical Group,1,15.43839109
93553,2019,A82022,Dalston Medical Group,1,14.93832639
93553,2010,A82023,Distington Surgery,1,26.47452216
93553,2015,A82023,Distington Surgery,1,25.25998391
93553,2019,A82023,Distington Surgery,1,23.88475893
93553,2010,A82024,Seascale Health Centre,1,13.2022931
93553,2015,A82024,Seascale Health Centre,1,14.09752097
93553,2019,A82024,Seascale Health Centre,1,14.46701636
93553,2010,A82025,Captain French Surgery,1,12.59004983
93553,2015,A82025,Captain French Surgery,1,13.36952011
93553,2019,A82025,Captain French Surgery,1,14.39839285
93553,2010,A82026,The James Cochrane Pract.,1,11.56653604
93553,2015,A82026,The James Cochrane Pract.,1,11.76576495
93553,2019,A82026,The James Cochrane Pract.,1,12.50949903
93553,2010,A82027,Station House Surgery,1,12.21188131
93553,2015,A82027,Station House Surgery,1,12.48000995
93553,2019,A82027,Station House Surgery,1,13.55844133
93553,2010,A82028,Castlehead Medical Centre,1,10.32007729
93553,2015,A82028,Castlehead Medical Centre,1,11.61020076
93553,2019,A82028,Castlehead Medical Centre,1,12.62575785
93553,2010,A82029,The Croft Surgery,1,17.22121093
93553,2015,A82029,The Croft Surgery,1,18.12461429
93553,2019,A82029,The Croft Surgery,1,18.70936406
93553,2010,A82030,Lunesdale Surgery,1,10.46235449
93553,2015,A82030,Lunesdale Surgery,1,10.85761797
93553,2019,A82030,Lunesdale Surgery,1,11.60198722
93553,2010,A82031,Shap Medical Practice,1,13.24402698
93553,2015,A82031,Shap Medical Practice,1,14.50862513
93553,2019,A82031,Shap Medical Practice,1,15.69705813
93553,2010,A82032,Maryport Health Services,1,30.40075478
93553,2015,A82032,Maryport Health Services,1,31.66234389
93553,2019,A82032,Maryport Health Services,1,30.21792119
93553,2010,A82033,Waterloo House Surgery,1,25.19780541
93553,2015,A82033,Waterloo House Surgery,1,27.39226567
93553,2019,A82033,Waterloo House Surgery,1,27.27439253
93553,2010,A82034,Stoneleigh Surgery,0,8.136478346
93553,2015,A82034,Stoneleigh Surgery,0,8.437960308
93553,2019,A82034,Stoneleigh Surgery,0,8.659460155
93553,2010,A82035,Birbeck Medical Group,1,14.13536538
93553,2015,A82035,Birbeck Medical Group,1,14.24233804
93553,2019,A82035,Birbeck Medical Group,1,14.88709934
93553,2010,A82036,The Lakes Medical Practice,1,14.13378089
93553,2015,A82036,The Lakes Medical Practice,1,14.26194853
93553,2019,A82036,The Lakes Medical Practice,1,14.96139191
93553,2010,A82037,Silloth Group Medical Practice,1,21.82389427
93553,2015,A82037,Silloth Group Medical Practice,1,22.53866146
93553,2019,A82037,Silloth Group Medical Practice,1,24.4071086
93553,2010,A82038,Temple Sowerby Medical Practice,1,15.51008448
93553,2015,A82038,Temple Sowerby Medical Practice,1,15.92237128
93553,2019,A82038,Temple Sowerby Medical Practice,1,15.89251872
93553,2010,A82039,Dalton Surgery,1,20.21793123
93553,2015,A82039,Dalton Surgery,1,18.81695862
93553,2019,A82039,Dalton Surgery,1,19.09339794
93553,2010,A82040,Catherine Street Surgery,0,28.65244236
93553,2015,A82040,Catherine Street Surgery,0,29.13106898
93553,2010,A82041,Lowther Medical Centre,1,28.74821346
93553,2015,A82041,Lowther Medical Centre,1,28.55776378
93553,2019,A82041,Lowther Medical Centre,1,27.70845082
93553,2010,A82042,FLATT WALKS SURGERY,0,28.96314642
93553,2010,A82044,Fellview Healthcare,1,24.77891876
93553,2015,A82044,Fellview Healthcare,1,27.5984605
93553,2019,A82044,Fellview Healthcare,1,25.9900761
93553,2010,A82045,Wigton Group Medical Practice,1,18.56934708
93553,2015,A82045,Wigton Group Medical Practice,1,18.79769694
93553,2019,A82045,Wigton Group Medical Practice,1,19.00752654
93553,2010,A82046,Windermere Health Centre,1,10.61376781
93553,2015,A82046,Windermere Health Centre,1,11.18024193
93553,2019,A82046,Windermere Health Centre,1,12.30606465
93553,2010,A82047,James Street Group Pract,1,30.23366826
93553,2015,A82047,James Street Group Pract,1,30.34777474
93553,2019,A82047,James Street Group Pract,1,30.40453598
93553,2010,A82048,Beechwood Group Practice,0,28.44351455
93553,2015,A82048,Beechwood Group Practice,0,28.59570687
93553,2019,A82048,Beechwood Group Practice,0,28.5246717
93553,2010,A82049,Orchard House Surgery,0,29.12426541
93553,2015,A82049,Orchard House Surgery,0,29.57106083
93553,2019,A82049,Orchard House Surgery,0,30.36588738
93553,2010,A82050,Oxford Street Surgery,0,27.12880926
93553,2015,A82050,Oxford Street Surgery,0,27.2114857
93553,2019,A82050,Oxford Street Surgery,0,27.81616843
93553,2010,A82052,North Carlisle Medical Practice,0,12.19943368
93553,2015,A82052,North Carlisle Medical Practice,0,11.1498637
93553,2010,A82053,Nutwood Medical Practice,1,9.855794079
93553,2015,A82053,Nutwood Medical Practice,1,11.40131438
93553,2019,A82053,Nutwood Medical Practice,1,11.45818382
93553,2010,A82055,Aspatria Medical Group,1,20.32785286
93553,2015,A82055,Aspatria Medical Group,1,21.27779443
93553,2019,A82055,Aspatria Medical Group,1,22.23774092
93553,2010,A82057,Derwent House Surgery,0,12.053674
93553,2015,A82057,Derwent House Surgery,0,12.75826554
93553,2010,A82058,Queen Street Medical Practice,1,23.91151533
93553,2015,A82058,Queen Street Medical Practice,1,25.51689391
93553,2019,A82058,Queen Street Medical Practice,1,24.37733966
93553,2010,A82060,Whitehaven Medical Centre,0,27.26733839
93553,2015,A82060,Whitehaven Medical Centre,0,28.64400541
93553,2019,A82060,Whitehaven Medical Centre,0,26.741625
93553,2010,A82062,Atkinson Health Centre,1,39.64087978
93553,2015,A82062,Atkinson Health Centre,1,38.15075768
93553,2019,A82062,Atkinson Health Centre,1,37.81485085
93553,2010,A82063,Bank Street Surgery,0,10.31812707
93553,2015,A82063,Bank Street Surgery,0,11.45937104
93553,2010,A82064,Westcroft House Surgery,1,24.31557267
93553,2015,A82064,Westcroft House Surgery,1,23.63687099
93553,2019,A82064,Westcroft House Surgery,1,21.94888961
93553,2010,A82065,Peninsula Medical Practice,0,10.48412742
93553,2015,A82065,Peninsula Medical Practice,0,11.84746592
93553,2019,A82065,Peninsula Medical Practice,0,11.71373984
93553,2010,A82068,Ulverston Community Health Centre,1,16.56064041
93553,2015,A82068,Ulverston Community Health Centre,1,16.12833691
93553,2019,A82068,Ulverston Community Health Centre,1,15.37603811
93553,2010,A82070,St.Mary's Surgery,1,10.80769276
93553,2015,A82070,St.Mary's Surgery,1,11.82078818
93553,2019,A82070,St.Mary's Surgery,1,12.44841314
93553,2010,A82071,Burnett Edgar Medical Ctr,1,31.77405595
93553,2015,A82071,Burnett Edgar Medical Ctr,1,28.82942949
93553,2019,A82071,Burnett Edgar Medical Ctr,1,27.72602744
93553,2010,A82072,Risedale Surgery,1,34.46907608
93553,2015,A82072,Risedale Surgery,1,34.2607657
93553,2019,A82072,Risedale Surgery,1,33.63027951
93553,2010,A82074,Arnside Surgery,0,7.579363225
93553,2015,A82074,Arnside Surgery,0,6.477728621
93553,2010,A82075,Mansion House Surgery,1,28.25214269
93553,2015,A82075,Mansion House Surgery,1,28.0624211
93553,2019,A82075,Mansion House Surgery,1,28.86767648
93553,2010,A82077,Liverpool House Surgery,1,33.41015341
93553,2015,A82077,Liverpool House Surgery,1,31.54752305
93553,2019,A82077,Liverpool House Surgery,1,30.86164155
93553,2010,A82607,FITZ ROAD SURGERY,0,12.06348343
93553,2010,A82608,Sedbergh Medical Practice,1,12.54969034
93553,2015,A82608,Sedbergh Medical Practice,1,14.05623071
93553,2019,A82608,Sedbergh Medical Practice,1,15.45732873
93553,2010,A82613,Wraysdale House Surgery,1,13.91525462
93553,2015,A82613,Wraysdale House Surgery,1,15.92657084
93553,2019,A82613,Wraysdale House Surgery,1,13.93758949
93553,2010,A82614,SOLWAY VIEW PRACTICE,0,21.51330852
93553,2010,A82617,Kirkoswald Surgery,1,13.29137428
93553,2015,A82617,Kirkoswald Surgery,1,13.83360367
93553,2019,A82617,Kirkoswald Surgery,1,14.24110852
93553,2010,A82618,LONGTOWN MEDICAL CENTRE,0,24.78279249
93553,2010,A82619,Nelson Street Surgery,0,21.08610078
93553,2015,A82619,Nelson Street Surgery,0,19.90946777
93553,2010,A82620,Glenridding Health Centre,1,14.30807171
93553,2015,A82620,Glenridding Health Centre,1,15.72853448
93553,2019,A82620,Glenridding Health Centre,1,17.77056618
93553,2010,A82621,Askam Surgery,0,19.96812529
93553,2015,A82621,Askam Surgery,0,18.53849516
93553,2019,A82621,Askam Surgery,0,19.13919477
93553,2010,A82622,SEDBERGH SCHOOL MED CTR,0,11.76647812
93553,2010,A82623,Solway Health Services,0,28.18125007
93553,2015,A82623,Solway Health Services,0,28.71609192
93553,2019,A82623,Solway Health Services,0,29.55294526
93553,2010,A82625,PENNY BRIDGE SURGERY,0,13.39770734
93553,2010,A82629,The Family Practice,1,39.06083105
93553,2015,A82629,The Family Practice,1,38.82335004
93553,2019,A82629,The Family Practice,1,38.56316913
93553,2010,A82630,ATKINSON HEALTH CENTRE (RATHI),0,34.74802492
93553,2010,A82631,Court Thorn Surgery,1,14.8200463
93553,2015,A82631,Court Thorn Surgery,1,14.86910766
93553,2019,A82631,Court Thorn Surgery,1,14.81447223
93553,2010,A82632,WARWICK ROAD SURGERY,0,24.47149993
93553,2010,A82635,Grosvenor House Surgery (W),0,25.26781069
93553,2015,A82635,Grosvenor House Surgery (W),0,24.50717623
93553,2010,A82636,OUTGANG BARN SURGERY,0,21.75160097
93553,2010,A82641,Grosvenor House Surgery (F),0,23.74351332
93553,2015,A82641,Grosvenor House Surgery (F),0,23.91710995
93553,2010,A82642,Hawkshead Medical Practice,0,13.84338545
93553,2015,A82642,Hawkshead Medical Practice,0,17.53858008
93553,2010,A82645,THE SURGERY (KARAMCHANDANI),0,36.73997902
93553,2010,A82646,Longtown Medical Centre,1,24.54101954
93553,2015,A82646,Longtown Medical Centre,1,29.69410017
93553,2019,A82646,Longtown Medical Centre,1,31.14498168
93553,2010,A82647,Cartmel Surgery,1,10.54901752
93553,2015,A82647,Cartmel Surgery,1,11.7600029
93553,2019,A82647,Cartmel Surgery,1,11.54849889
93553,2010,A82649,HOAD VIEW SURGERY LTD,0,16.86221017
93553,2010,A82650,Haverthwaite Surgery,1,13.94893609
93553,2015,A82650,Haverthwaite Surgery,1,16.5059739
93553,2019,A82650,Haverthwaite Surgery,1,15.55939691
93553,2010,A82651,Duddon Valley Medical Practice,1,14.4586628
93553,2015,A82651,Duddon Valley Medical Practice,1,14.14631449
93553,2019,A82651,Duddon Valley Medical Practice,1,13.80259664
93553,2010,A82654,Warwick Square Group Practice,1,25.67814591
93553,2015,A82654,Warwick Square Group Practice,1,25.05499921
93553,2019,A82654,Warwick Square Group Practice,1,24.94389465
93553,2010,A83001,St andrew's Medical Practice,1,27.11847663
93553,2015,A83001,St andrew's Medical Practice,1,26.12267528
93553,2019,A83001,St andrew's Medical Practice,1,26.4540396
93553,2010,A83003,Willington Medical Group,1,32.12785517
93553,2015,A83003,Willington Medical Group,1,31.298956
93553,2019,A83003,Willington Medical Group,1,34.83759727
93553,2010,A83004,Avenue Family Practice,0,37.57653701
93553,2015,A83004,Avenue Family Practice,0,31.98810797
93553,2019,A83004,Avenue Family Practice,0,32.06122994
93553,2010,A83005,Whinfield Medical Practice,1,24.54557112
93553,2015,A83005,Whinfield Medical Practice,1,23.74550786
93553,2019,A83005,Whinfield Medical Practice,1,25.95837375
93553,2010,A83006,Orchard Court Surgery,1,26.7018431
