Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Least deprived decile ,2014/15,0.378242942504567,0.371947369664245,0.384644662666996,0.368364595127714,0.388385162560606,13585,3591607,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2014/15,0.524406794361303,0.518472607639,0.530408538784796,0.5150809857419,0.533900545435639,29506,5626548,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second most deprived decile (IMD2019),2014/15,0.487053746567281,0.479883689904454,0.494330400629351,0.475796884508487,0.498575600153754,17381,3568600,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2014/15,0.478828691847131,0.472748928870953,0.484986262293836,0.469277951099433,0.488572855037941,23414,4889849,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2014/15,0.453918561658117,0.448079685366145,0.459833172252125,0.444746682743232,0.463278709309821,22815,5026232,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2014/15,0.45578013802914,0.450075640109651,0.46155660256506,0.446818438932086,0.464920739741908,24107,5289173,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2014/15,0.454477786193677,0.44873266769866,0.46029611927045,0.445452601696717,0.463684975633893,23629,5199154,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2014/15,0.449675755981799,0.444957652680624,0.454443659269703,0.442259315384103,0.457215994963975,34375,7644397,Aggregated from all known lower geography values,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2014/15,0.413026881826075,0.408258828348236,0.41785038774603,0.405534221280459,0.420657392251236,28376,6870255,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2014/15,0.400684710525963,0.396387600119698,0.40502821509568,0.393930498667662,0.407554254197767,32911,8213690,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2014/15,0.354565813785478,0.349092734131358,0.360124390347036,0.345975014681771,0.363369150563891,15818,4461231,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,,,2014/15,0.444309087,0.442582481,0.446040913,0.441590668,0.447043198,252446,56817654,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Most deprived decile,2014/15,0.486712510241264,0.478763021870936,0.494793337450983,0.474237816835887,0.499513700043554,14097,2896371,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second most deprived decile,2014/15,0.529561351687716,0.521494135313357,0.53775268868332,0.516897832383256,0.542533423588889,16216,3062157,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third more deprived decile,2014/15,0.538606771136336,0.530674812017868,0.546656637125028,0.526153728845847,0.55135291922984,17359,3222945,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth more deprived decile,2014/15,0.461055284028315,0.454905993408211,0.467287308815952,0.45139712669627,0.470919111118406,21210,4600316,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth more deprived decile,2014/15,0.434670633614278,0.428029394685064,0.441414460187337,0.42424572317743,0.445350567704017,16135,3712006,Aggregated from all known lower geography values,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth less deprived decile,2014/15,0.489130104634636,0.483620630467681,0.49470203149814,0.480471627318711,0.497943833828614,29792,6090813,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth less deprived decile ,2014/15,0.460551448127109,0.452824713817711,0.468409406500514,0.448427896744026,0.473001210586852,13358,2900436,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third less deprived decile,2014/15,0.417214628954006,0.411057915609153,0.423463163769826,0.407548826002573,0.427108691858122,17309,4148704,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second least deprived decile,2014/15,0.415505439664341,0.410420242852575,0.420653377047673,0.407516022586019,0.423650824252082,25229,6071882,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Least deprived decile ,2014/15,0.378242942504567,0.371947369664245,0.384644662666996,0.368364595127714,0.388385162560606,13585,3591607,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2014/15,0.524406794361303,0.518472607639,0.530408538784796,0.5150809857419,0.533900545435639,29506,5626548,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second most deprived decile (IMD2019),2014/15,0.487053746567281,0.479883689904454,0.494330400629351,0.475796884508487,0.498575600153754,17381,3568600,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2014/15,0.478828691847131,0.472748928870953,0.484986262293836,0.469277951099433,0.488572855037941,23414,4889849,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2014/15,0.453918561658117,0.448079685366145,0.459833172252125,0.444746682743232,0.463278709309821,22815,5026232,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2014/15,0.45578013802914,0.450075640109651,0.46155660256506,0.446818438932086,0.464920739741908,24107,5289173,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2014/15,0.454477786193677,0.44873266769866,0.46029611927045,0.445452601696717,0.463684975633893,23629,5199154,Aggregated from all known lower geography values,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2014/15,0.449675755981799,0.444957652680624,0.454443659269703,0.442259315384103,0.457215994963975,34375,7644397,Aggregated from all known lower geography values,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2014/15,0.413026881826075,0.408258828348236,0.41785038774603,0.405534221280459,0.420657392251236,28376,6870255,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2014/15,0.400684710525963,0.396387600119698,0.40502821509568,0.393930498667662,0.407554254197767,32911,8213690,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2014/15,0.354565813785478,0.349092734131358,0.360124390347036,0.345975014681771,0.363369150563891,15818,4461231,Aggregated from all known lower geography values,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81001,The Densham Surgery,GPs,Persons,All ages,,,2014/15,0.549976087996174,0.366764871229433,0.823950527598317,,,23,4182,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81002,Queens Park Medical Centre,GPs,Persons,All ages,,,2014/15,0.372107248445305,0.296078121239726,0.467568140683032,,,73,19618,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81004,Acklam Medical Centre,GPs,Persons,All ages,,,2014/15,0.363516192994052,0.258968711164542,0.510054389903369,,,33,9078,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81005,Springwood Surgery,GPs,Persons,All ages,,,2014/15,0.353713996968166,0.244844123834996,0.510744976424655,,,28,7916,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81006,Tennant Street Medical Practice,GPs,Persons,All ages,,,2014/15,0.524504179642681,0.410989126653277,0.669161383784636,,,64,12202,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81007,Bankhouse Surgery,GPs,Persons,All ages,,,2014/15,0.493853104970054,0.371607838814802,0.656047744400984,,,47,9517,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81009,Village Medical Centre,GPs,Persons,All ages,,,2014/15,0.832702498107494,0.666820485021403,1.03941845035882,,,77,9247,,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81011,Chadwick Practice,GPs,Persons,All ages,,,2014/15,0.677361853832442,0.541562759292679,0.84692316500038,,,76,11220,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81012,Westbourne Medical Centre,GPs,Persons,All ages,,,2014/15,0.634383590611123,0.444736230010971,0.904167158707269,,,30,4729,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81013,Brotton Surgery,GPs,Persons,All ages,,,2014/15,0.480689540858611,0.334904361909547,0.689496547780319,,,29,6033,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81014,Queenstree Practice,GPs,Persons,All ages,,,2014/15,0.13238019592269,0.0565577476812195,0.309536915939283,,,5,3777,,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81016,Park Surgery,GPs,Persons,All ages,,,2014/15,0.833333333333333,0.670129023224942,1.03587018056463,,,80,9600,,,Higher,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81017,Woodbridge Practice,GPs,Persons,All ages,,,2014/15,0.16494651020312,0.118630953513696,0.229302941030872,,,35,21219,,,Lower,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,A81018,Bentley Medical Practice,GPs,Persons,All ages,,,2014/15,0.811957925816571,0.605420635327062,1.08818334550307,,,44,5419,,,Similar,Not compared,20140000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,,,2015/16,0.458020334,0.456279191,0.459766629,0.455278267,0.460777888,263588,57549410,,,Not compared,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Most deprived decile,2015/16,0.506572428199424,0.498536417627557,0.514737302769736,0.493960221853006,0.519504978725135,14948,2950812,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second most deprived decile,2015/16,0.54768694816195,0.539526577606438,0.555970054857645,0.53487594371528,0.560803063517232,16954,3095564,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third more deprived decile,2015/16,0.555441488537699,0.547423858076578,0.563575880669055,0.542852864619317,0.568320371400442,18071,3253448,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth more deprived decile,2015/16,0.471994445356625,0.465811643121944,0.47825891872209,0.46228297761781,0.481908940242165,21991,4659165,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth more deprived decile,2015/16,0.454795613160518,0.448046164986329,0.461646264747467,0.444199481736467,0.465643327168581,17106,3761250,Aggregated from all known lower geography values,,Similar,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth less deprived decile,2015/16,0.49998393221798,0.494445443045376,0.505584145095135,0.491279381961085,0.508841922144964,30806,6161398,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth less deprived decile ,2015/16,0.459752731931003,0.452061884922473,0.467573807361607,0.447685317282502,0.472143882585809,13437,2922658,Aggregated from all known lower geography values,,Similar,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third less deprived decile,2015/16,0.438474916694056,0.432197979398881,0.444842608493316,0.428619090825056,0.448556350135111,18397,4195679,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second least deprived decile,2015/16,0.427669906072421,0.422541332247839,0.432860457110208,0.419611757640226,0.435882124374422,26281,6145160,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Least deprived decile ,2015/16,0.392186497642192,0.38580548763358,0.398672623655238,0.382172991308441,0.402461312896229,14220,3625826,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2015/16,0.545464418228614,0.539465456990971,0.55152971916783,0.536035937593601,0.555057813482455,31241,5727413,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second most deprived decile (IMD2019),2015/16,0.495645649713516,0.488460970825802,0.502935472565885,0.484365085592782,0.50718759226016,17929,3617302,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2015/16,0.494698753260419,0.488576972549074,0.500896852673678,0.485081100034013,0.504506127987908,24654,4983639,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2015/16,0.466940521007524,0.46106398956478,0.472891596460524,0.457708741516168,0.476357610279486,23838,5105147,Aggregated from all known lower geography values,,Similar,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2015/16,0.468569612165512,0.462813879774558,0.474396583915948,0.459526809758635,0.477789509293812,25030,5341789,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2015/16,0.470790485204651,0.464975234666849,0.476678116343337,0.461654355226566,0.480106546925848,24751,5257328,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2015/16,0.466444745551567,0.461656625850137,0.471282290607851,0.458917745819011,0.474094612367394,35915,7699733,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2015/16,0.418108508696631,0.413347759575287,0.422923857073099,0.410626982284219,0.425725764042707,29171,6976897,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2015/16,0.416126037273676,0.411770048518325,0.420527912111638,0.409278767324953,0.423087375992422,34547,8302052,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),,,E92000001,England,England,Persons,All ages,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2015/16,0.36326566093904,0.357754987700682,0.368860903518145,0.354615178059951,0.372126375647769,16381,4509372,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,,,2015/16,0.458020334,0.456279191,0.459766629,0.455278267,0.460777888,263588,57549410,,,Similar,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Most deprived decile,2015/16,0.506572428199424,0.498536417627557,0.514737302769736,0.493960221853006,0.519504978725135,14948,2950812,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second most deprived decile,2015/16,0.54768694816195,0.539526577606438,0.555970054857645,0.53487594371528,0.560803063517232,16954,3095564,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third more deprived decile,2015/16,0.555441488537699,0.547423858076578,0.563575880669055,0.542852864619317,0.568320371400442,18071,3253448,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth more deprived decile,2015/16,0.471994445356625,0.465811643121944,0.47825891872209,0.46228297761781,0.481908940242165,21991,4659165,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth more deprived decile,2015/16,0.454795613160518,0.448046164986329,0.461646264747467,0.444199481736467,0.465643327168581,17106,3761250,Aggregated from all known lower geography values,,Similar,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth less deprived decile,2015/16,0.49998393221798,0.494445443045376,0.505584145095135,0.491279381961085,0.508841922144964,30806,6161398,Aggregated from all known lower geography values,,Higher,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth less deprived decile ,2015/16,0.459752731931003,0.452061884922473,0.467573807361607,0.447685317282502,0.472143882585809,13437,2922658,Aggregated from all known lower geography values,,Similar,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third less deprived decile,2015/16,0.438474916694056,0.432197979398881,0.444842608493316,0.428619090825056,0.448556350135111,18397,4195679,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
200,Learning disability: QOF prevalence (all ages),E92000001,England,E92000001,England,England,Persons,All ages,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second least deprived decile,2015/16,0.427669906072421,0.422541332247839,0.432860457110208,0.419611757640226,0.435882124374422,26281,6145160,Aggregated from all known lower geography values,,Lower,Not compared,20150000,,,1y
