"Year","Indicator","Region","quin_1","quin_2","quin_3","quin_4","quin_5","avg","ICB_NAME"
2014,"Life_Expectancy_Male","Midlands",80.9065657737258,80.0837697281512,78.7677053824363,77.6689042448174,76.3576552779698,79.4373568131304,NA
2014,"Life_Expectancy_Male","North East & Yorkshire",80.7144805194805,79.9916484716157,78.618363794604,77.4576838397182,76.2907695721211,79.4373568131304,NA
2014,"Life_Expectancy_Male","East of England",81.5167700387712,80.4305212892957,79.7477547228244,78.4504424778761,77.300698172424,79.4373568131304,NA
2014,"Life_Expectancy_Male","London",81.7194868991106,81.5131099781501,80.1118008604794,79.155569351719,78.156,79.4373568131304,NA
2014,"Life_Expectancy_Male","North West",80.7698139537997,79.7989636329376,78.3786453433678,77.1268110849379,75.6328251121076,79.4373568131304,NA
2014,"Life_Expectancy_Male","South East",81.3856062896885,80.42862803368,78.9191950464396,78.0813401113614,76.7971343873518,79.4373568131304,NA
2017,"Life_Expectancy_Female","East of England",84.925609935,84.22641058,83.37539007,82.45342133,81.22792108,83.36512157,NA
2017,"Life_Expectancy_Female","London",85.74378599,85.55426244,84.558007085,83.9057985,83.32409475,83.36512157,NA
2017,"Life_Expectancy_Female","Midlands",84.84777195,83.69005925,82.80968351,82.13176517,81.24422875,83.36512157,NA
2017,"Life_Expectancy_Female","North East & Yorkshire",84.59264706,83.79154561,82.798639995,81.622979655,80.56708385,83.36512157,NA
2017,"Life_Expectancy_Female","North West",84.44446844,83.70557567,82.485041455,81.36172281,80.00981258,83.36512157,NA
2017,"Life_Expectancy_Female","England",85.06449554,84.19693115,83.23982793,82.39949807,80.83828606,83.36512157,NA
2017,"Life_Expectancy_Female","South East",85.222657,84.31789145,83.11147746,82.51955332,81.47100631,83.36512157,NA
2017,"Life_Expectancy_Female","South West",85.03765214,84.37795749,83.681903915,82.87330021,81.349153065,83.36512157,NA
2017,"Life_Expectancy_Male","East of England",81.9094546,80.61552719,79.68255549,78.02038864,76.876108945,79.46451098,NA
2017,"Life_Expectancy_Male","London",82.21506046,81.74441618,80.36351464,79.485452085,78.43275456,79.46451098,NA
2017,"Life_Expectancy_Male","England",81.63257281,80.58846971,79.32851246,78.12850143,76.39626382,79.46451098,NA
2017,"Life_Expectancy_Male","North West",81.00124575,80.11120401,78.6490866,77.54144218,75.747406095,79.46451098,NA
2017,"Life_Expectancy_Male","South East",81.799772185,80.64308831,79.052889375,78.148396555,76.4322683,79.46451098,NA
2017,"Life_Expectancy_Male","Midlands",81.255475225,80.19656751,78.84042274,77.7661067,76.432326225,79.46451098,NA
2017,"Life_Expectancy_Male","North East & Yorkshire",81.18797423,80.32436359,79.05225147,77.685985,76.29287671,79.46451098,NA
2017,"Life_Expectancy_Male","South West",81.54531551,80.62939144,79.65331997,78.76727431,76.913998655,79.46451098,NA
2019,"Life_Expectancy_Female","South East",85.57745845,84.56302182,83.037658725,82.61561853,81.25481671,83.42638127,NA
2019,"Life_Expectancy_Female","South West",85.16523608,84.57191295,83.621229365,83.02019772,81.82228426,83.42638127,NA
2019,"Life_Expectancy_Female","England",85.21810146,84.38377867,83.31111134,82.48462707,80.82080124,83.42638127,NA
2019,"Life_Expectancy_Female","North West",84.54101818,83.87645133,82.47782776,81.522062445,80.09998919,83.42638127,NA
2019,"Life_Expectancy_Female","East of England",85.04719587,84.2558975,83.36853207,82.337616715,81.19610661,83.42638127,NA
2019,"Life_Expectancy_Female","London",85.889721125,85.642282745,84.629153225,84.01810203,83.26607525,83.42638127,NA
2019,"Life_Expectancy_Female","Midlands",84.83828808,83.649135955,82.75297093,82.02758386,81.22004879,83.42638127,NA
2019,"Life_Expectancy_Female","North East & Yorkshire",84.778995295,84.130368495,82.941885955,81.88110616,80.730669475,83.42638127,NA
2019,"Life_Expectancy_Male","England",81.77160995,80.70206421,79.43440312,78.339870365,76.43191162,79.5596563,NA
2019,"Life_Expectancy_Male","Midlands",81.31436734,80.32189261,79.09677611,77.82751125,76.60282822,79.5596563,NA
2019,"Life_Expectancy_Male","East of England",81.98523062,80.64606607,79.54653015,78.28167634,76.747748955,79.5596563,NA
2019,"Life_Expectancy_Male","London",82.368347395,81.79901603,80.55334223,79.58030575,78.72853124,79.5596563,NA
2019,"Life_Expectancy_Male","South West",81.70661283,80.755147375,79.70237565,78.79179447,76.84870596,79.5596563,NA
2019,"Life_Expectancy_Male","North East & Yorkshire",81.261669795,80.65071082,79.15771507,77.82806934,76.331494755,79.5596563,NA
2019,"Life_Expectancy_Male","North West",81.45643223,80.22158376,79.04623853,77.86503113,75.926139995,79.5596563,NA
2019,"Life_Expectancy_Male","South East",82.11037153,80.7909769,79.20532802,78.29526223,76.725739505,79.5596563,NA
2020,"Life_Expectancy_Female","Midlands",84.8437,83.53445,82.7167,81.8905,80.9676,83.3448,NA
2020,"Life_Expectancy_Female","North East & Yorkshire",84.7924,83.91815,82.7349,81.69585,80.47415,83.3448,NA
2020,"Life_Expectancy_Female","East of England",85.15775,84.0804,83.231,82.128,81.0911,83.3448,NA
2020,"Life_Expectancy_Female","London",85.95205,85.5293,84.4357,83.85575,83.2182,83.3448,NA
2020,"Life_Expectancy_Female","England",85.2303,84.29845,83.16095,82.2738,80.5791,83.3448,NA
2020,"Life_Expectancy_Female","South West",85.1338,84.6025,83.7192,82.9027,81.6635,83.3448,NA
2020,"Life_Expectancy_Female","North West",84.66775,83.79,82.4037,81.2776,79.7771,83.3448,NA
2020,"Life_Expectancy_Female","South East",85.4651,84.4687,82.9845,82.42755,81.34065,83.3448,NA
2020,"Life_Expectancy_Male","England",81.68135,80.5636,79.2758,78.13685,76.0835,79.3463,NA
2020,"Life_Expectancy_Male","East of England",81.70045,80.5672,79.3734,77.8809,76.4707,79.3463,NA
2020,"Life_Expectancy_Male","London",82.1471,81.54835,80.1363,79.1952,78.3008,79.3463,NA
2020,"Life_Expectancy_Male","Midlands",81.2878,80.1274,78.8486,77.6478,76.1452,79.3463,NA
2020,"Life_Expectancy_Male","North East & Yorkshire",81.1884,80.3672,78.9767,77.5258,76.02905,79.3463,NA
2020,"Life_Expectancy_Male","North West",81.34515,79.8133,78.74845,77.6799,75.57985,79.3463,NA
2020,"Life_Expectancy_Male","South East",81.9596,80.78205,79.05675,77.95495,76.6058,79.3463,NA
2020,"Life_Expectancy_Male","South West",81.6183,80.72095,79.7206,78.854,77.0124,79.3463,NA
2015,"payment_per_patient_all","England",149.185909947077,148.104768505468,138.91244694622,131.826811056174,133.018142828908,141.107320566188,NA
2015,"payment_per_patient_all","South East",141.700828668028,137.084397100507,127.698317792105,127.737081150083,125.709095868566,141.107320566188,NA
2015,"payment_per_patient_all","South West",149.108391143461,148.211757829253,149.72138131876,141.955955003168,136.373682379188,141.107320566188,NA
2015,"payment_per_patient_all","Midlands",164.855319211719,153.806438455074,142.169535597065,129.506041578052,136.446473940316,141.107320566188,NA
2015,"payment_per_patient_all","North East & Yorkshire",160.418542517931,158.509539314554,140.353850016055,134.019851603856,138.742455038216,141.107320566188,NA
2015,"payment_per_patient_all","East of England",156.302908666017,158.524803599288,155.510669896008,136.187651597084,129.420267451441,141.107320566188,NA
2015,"payment_per_patient_all","London",146.088588269667,142.708520756611,137.825211105459,137.165487406648,136.053965831759,141.107320566188,NA
2015,"payment_per_patient_all","North West",127.001581707801,126.648439929253,120.039180633086,119.097045402537,123.970974305197,141.107320566188,NA
2016,"payment_per_patient_all","East of England",152.187504334472,155.679577179508,150.62681684906,133.148579710833,126.390341042083,142.634939923533,NA
2016,"payment_per_patient_all","London",139.369306637643,139.758235466484,139.436721280511,140.962141360109,141.422896818981,142.634939923533,NA
2016,"payment_per_patient_all","North East & Yorkshire",161.280082380557,157.837503271899,138.504306201726,133.474670675206,140.95845191659,142.634939923533,NA
2016,"payment_per_patient_all","North West",132.09124678563,131.7987166655,125.85480540041,124.458245749648,129.800090643008,142.634939923533,NA
2016,"payment_per_patient_all","South East",142.693051134973,139.102050058788,129.723620531363,131.370394457903,132.262707048378,142.634939923533,NA
2016,"payment_per_patient_all","Midlands",167.160198184504,156.331916451709,145.321378971056,132.772718137064,138.262613696076,142.634939923533,NA
2016,"payment_per_patient_all","England",150.053902196169,149.221674210578,139.978139587886,134.067121003543,136.304111259467,142.634939923533,NA
2016,"payment_per_patient_all","South West",157.323288152936,153.820724707186,148.595496780484,142.012890269362,134.169138466012,142.634939923533,NA
2017,"payment_per_patient_all","England",159.290974272246,156.233369741142,148.819073821811,142.844899660251,145.80165255637,151.374562688028,NA
2017,"payment_per_patient_all","South West",164.17171486666,164.131105787432,161.691825349808,147.9618298657,149.844987311037,151.374562688028,NA
2017,"payment_per_patient_all","Midlands",173.876884924441,161.85947212787,149.358574501168,141.518648242788,144.91460841515,151.374562688028,NA
2017,"payment_per_patient_all","East of England",157.11828187271,159.208852476889,154.96087834638,140.378602744582,132.037280587304,151.374562688028,NA
2017,"payment_per_patient_all","London",147.404997590709,144.323590548249,144.527299381631,148.73178800326,143.44586209864,151.374562688028,NA
2017,"payment_per_patient_all","North East & Yorkshire",167.99099497864,160.292919570951,148.150870415574,141.25966678391,149.662376877526,151.374562688028,NA
2017,"payment_per_patient_all","North West",149.654033654354,151.6387428822,139.616901532112,135.719358695672,145.999176931304,151.374562688028,NA
2017,"payment_per_patient_all","South East",155.053244937223,148.067091937542,145.344923372129,144.186306678653,142.605541738479,151.374562688028,NA
2018,"payment_per_patient_all","East of England",158.498689979898,161.957802812374,155.949832553477,143.737985320209,129.573018260235,152.051453955905,NA
2018,"payment_per_patient_all","North West",149.600279466748,150.294733758346,142.326502744248,136.844317692508,143.619384542049,152.051453955905,NA
2018,"payment_per_patient_all","London",149.062284742223,148.384084552452,143.105111626528,152.333687635691,148.122785660557,152.051453955905,NA
2018,"payment_per_patient_all","Midlands",169.456441573749,162.699400852225,150.197536392437,140.521543404108,144.011162968242,152.051453955905,NA
2018,"payment_per_patient_all","North East & Yorkshire",169.342100505193,164.588332143071,149.365684157687,146.328421696921,149.961008978968,152.051453955905,NA
2018,"payment_per_patient_all","England",158.49813478454,158.195954388847,149.243272857232,145.33159548793,145.829567808145,152.051453955905,NA
2018,"payment_per_patient_all","South East",154.775790801901,152.154452438276,146.689590541443,143.681375666682,155.651022949438,152.051453955905,NA
2018,"payment_per_patient_all","South West",160.362482702801,163.307506060064,160.351825162826,151.497598756397,150.064487005966,152.051453955905,NA
2019,"payment_per_patient_all","England",161.278478818681,160.950290327273,151.934658928988,148.727181600778,148.186728686947,154.817687863741,NA
2019,"payment_per_patient_all","East of England",162.267146989776,163.154134357193,152.517910629936,146.239060940532,137.078963286549,154.817687863741,NA
2019,"payment_per_patient_all","London",152.109500897831,149.975384765027,146.181607092164,153.931766838314,145.831686915326,154.817687863741,NA
2019,"payment_per_patient_all","Midlands",171.070965352324,163.828947119414,149.576809984742,146.848766582381,149.028260297437,154.817687863741,NA
2019,"payment_per_patient_all","North East & Yorkshire",173.169554450398,168.209850214626,155.08928762841,149.029450474927,151.352690415878,154.817687863741,NA
2019,"payment_per_patient_all","North West",156.31972213588,158.604470376029,149.458237877442,141.524636185086,144.172821384716,154.817687863741,NA
2019,"payment_per_patient_all","South East",155.816812270182,154.346738567398,150.497457877585,149.508300440469,151.717100964204,154.817687863741,NA
2019,"payment_per_patient_all","South West",164.051100607171,168.579007353963,165.458881153702,149.245680108309,167.960459041274,154.817687863741,NA
2020,"payment_per_patient_all","London",149.04098696921,147.157631752097,144.935100352657,149.202944452751,145.881870452104,155.468317098385,NA
2020,"payment_per_patient_all","Midlands",175.010631643406,165.223251813948,151.414226313803,147.55908875885,147.285085509312,155.468317098385,NA
2020,"payment_per_patient_all","North East & Yorkshire",172.11207008244,166.619996823285,155.26833608518,148.896277324818,151.976347232864,155.468317098385,NA
2020,"payment_per_patient_all","England",162.069987201698,161.965807962655,153.058820093194,148.018629487968,148.28206392733,155.468317098385,NA
2020,"payment_per_patient_all","East of England",162.018189381037,167.077454303954,158.819812876498,150.115587036832,140.352649295895,155.468317098385,NA
2020,"payment_per_patient_all","South East",156.045891146974,158.226546433872,152.955961694208,146.303071521018,157.746312056898,155.468317098385,NA
2020,"payment_per_patient_all","South West",167.491830564165,171.451398320409,165.041179188691,153.498612816512,164.068192831525,155.468317098385,NA
2020,"payment_per_patient_all","North West",158.31626674646,155.195881073793,149.004306155002,142.796348819872,144.477887255122,155.468317098385,NA
2021,"payment_per_patient_all","East of England",176.325334899658,185.345019109437,175.286369159992,165.110566384494,159.656187235206,169.92777843846,NA
2021,"payment_per_patient_all","England",174.851474636101,179.160854908901,166.999145307696,162.451610219631,161.680829614788,169.92777843846,NA
2021,"payment_per_patient_all","North East & Yorkshire",189.2899639257,186.66204910138,167.099182994006,164.850387082899,169.894296027015,169.92777843846,NA
2021,"payment_per_patient_all","North West",168.509209189226,173.950524213021,164.883136700425,157.987806464044,154.754061310982,169.92777843846,NA
2021,"payment_per_patient_all","London",162.093366060323,161.439385757492,156.278696633709,158.152581418953,157.528276306254,169.92777843846,NA
2021,"payment_per_patient_all","Midlands",188.584819693816,179.700157405415,165.720822968116,164.449376635714,157.981138016899,169.92777843846,NA
2021,"payment_per_patient_all","South East",164.560453130858,174.854174082017,162.41495225697,162.74742650428,168.605856193655,169.92777843846,NA
2021,"payment_per_patient_all","South West",186.635899138041,191.828958369699,186.85706544088,175.223627068808,187.697380196265,169.92777843846,NA
2022,"payment_per_patient_all","England",192.205643426582,194.672607820694,185.874923924355,178.641384153646,177.134134734318,186.978632398119,NA
2022,"payment_per_patient_all","Midlands",202.026788456315,197.274506469656,183.477090206466,177.818779274153,175.721061590142,186.978632398119,NA
2022,"payment_per_patient_all","East of England",194.59593749494,201.305636410938,190.50761896114,182.859898603805,171.371223532569,186.978632398119,NA
2022,"payment_per_patient_all","London",174.307855721759,173.762414365736,167.968655863108,171.279489509919,174.055810809386,186.978632398119,NA
2022,"payment_per_patient_all","South West",204.021923266376,204.936589259689,207.354287645581,194.164925954987,200.01546654732,186.978632398119,NA
2022,"payment_per_patient_all","North East & Yorkshire",198.435250878616,198.008867104453,184.36041855512,180.573520350394,184.920959666916,186.978632398119,NA
2022,"payment_per_patient_all","North West",185.942988754325,187.14286577732,183.087929136364,175.593569881803,168.315637482568,186.978632398119,NA
2022,"payment_per_patient_all","South East",187.047546003266,196.059439061772,197.443737894158,191.432381796031,193.385824350678,186.978632398119,NA
2023,"payment_per_patient_all","England",182.603669387154,185.902251203096,175.375074724424,170.373462153234,166.354216784426,177.240403092094,NA
2023,"payment_per_patient_all","East of England",187.018313983111,195.946562555117,186.495300701611,180.8195709011,168.861913028344,177.240403092094,NA
2023,"payment_per_patient_all","London",162.427781261853,167.219572409999,159.498434736458,165.805782805611,160.256011838354,177.240403092094,NA
2023,"payment_per_patient_all","Midlands",193.262951235328,183.319684741286,169.503912804501,167.543420061323,159.429216454549,177.240403092094,NA
2023,"payment_per_patient_all","North East & Yorkshire",194.42451678521,192.405949380154,173.745597814185,170.595206926147,173.713953483491,177.240403092094,NA
2023,"payment_per_patient_all","North West",179.096164395277,176.65648930804,169.755653736154,165.47176785672,162.202685848711,177.240403092094,NA
2023,"payment_per_patient_all","South East",172.776138540416,182.762769159984,179.653032663655,173.128465608157,176.992012293266,177.240403092094,NA
2023,"payment_per_patient_all","South West",199.009494837147,201.518928026656,204.736722300043,194.769152474001,195.749573514716,177.240403092094,NA
2015,"payment_per_patient_disp","England",187.992404891158,194.484456680533,191.65165921154,167.112889263905,132.061507309764,188.619926351081,NA
2015,"payment_per_patient_disp","South East",179.85686070125,200.330117073441,169.497863831448,147.126436344266,147.528748237506,188.619926351081,NA
2015,"payment_per_patient_disp","South West",183.261816711237,203.940736771433,209.062265764387,181.477779738348,139.083684832124,188.619926351081,NA
2015,"payment_per_patient_disp","Midlands",199.315506711874,196.07911290245,195.482304053934,172.84111431843,128.420364652257,188.619926351081,NA
2015,"payment_per_patient_disp","North East & Yorkshire",188.859837285689,193.27590329121,170.702024720933,153.962256255754,130.98929787579,188.619926351081,NA
2015,"payment_per_patient_disp","East of England",191.504304571524,189.908520310027,196.022778751533,175.117709074853,NA,188.619926351081,NA
2015,"payment_per_patient_disp","London",NA,127.77910309755,176.086056270207,147.894361263624,NA,188.619926351081,NA
2015,"payment_per_patient_disp","North West",176.831856101845,172.722671740223,NA,NA,NA,188.619926351081,NA
2016,"payment_per_patient_disp","East of England",188.733372921355,188.688204736347,188.027994262354,171.097175976315,NA,190.420946694185,NA
2016,"payment_per_patient_disp","London",NA,145.51767318942,178.837530276597,169.088300590059,NA,190.420946694185,NA
2016,"payment_per_patient_disp","North East & Yorkshire",188.57150650731,197.345709881817,170.463919058721,163.753456099516,175.636490178041,190.420946694185,NA
2016,"payment_per_patient_disp","North West",178.032756692549,180.392794448158,NA,NA,NA,190.420946694185,NA
2016,"payment_per_patient_disp","South East",180.153874727886,200.025173988797,177.794236476783,152.851216878512,151.222240655341,190.420946694185,NA
2016,"payment_per_patient_disp","Midlands",204.098654116195,199.707217071962,196.214265305631,149.719489653213,132.072503176343,190.420946694185,NA
2016,"payment_per_patient_disp","England",190.136707875417,197.22537039189,191.11908939527,164.868337889838,140.369445066214,190.420946694185,NA
2016,"payment_per_patient_disp","South West",197.362463611062,212.176514635603,214.530752947874,179.962882539047,127.680670323485,190.420946694185,NA
2017,"payment_per_patient_disp","England",193.704593557402,200.097721210431,197.38642466873,178.409787012883,147.56152534387,194.895866377308,NA
2017,"payment_per_patient_disp","South West",198.420333817083,216.67346128544,222.038514298832,183.908109260548,145.003001067139,194.895866377308,NA
2017,"payment_per_patient_disp","Midlands",205.139901883525,203.059622090054,199.267195309571,188.867262695947,140.585712017256,194.895866377308,NA
2017,"payment_per_patient_disp","East of England",184.826010202828,189.101147685965,194.84884050297,166.62547587786,NA,194.895866377308,NA
2017,"payment_per_patient_disp","London",NA,153.303231064659,190.519812677114,155.769088737306,NA,194.895866377308,NA
2017,"payment_per_patient_disp","North East & Yorkshire",191.267890145965,196.012457819603,174.635289783629,187.164384656744,173.911492121214,194.895866377308,NA
2017,"payment_per_patient_disp","North West",196.736422704619,205.68108347588,NA,NA,NA,194.895866377308,NA
2017,"payment_per_patient_disp","South East",190.735285563562,202.681693772205,192.472811673538,168.03603370784,153.699592012025,194.895866377308,NA
2018,"payment_per_patient_disp","East of England",186.498637520157,190.045306189845,197.447684346734,166.698688609219,NA,192.9026181229,NA
2018,"payment_per_patient_disp","North West",186.006972822289,194.75370961654,122.100781412863,107.111910931122,NA,192.9026181229,NA
2018,"payment_per_patient_disp","London",NA,155.339319522743,159.560697678943,153.491252555244,NA,192.9026181229,NA
2018,"payment_per_patient_disp","Midlands",199.318471074005,202.93860014357,194.594963348302,180.266627034902,144.242400682546,192.9026181229,NA
2018,"payment_per_patient_disp","North East & Yorkshire",194.358666322451,195.316685211264,175.938561826692,186.804530365163,168.75946983496,192.9026181229,NA
2018,"payment_per_patient_disp","England",191.522727219486,199.685974563233,192.499636292771,178.231271792379,149.885187118127,192.9026181229,NA
2018,"payment_per_patient_disp","South East",188.30152209344,201.085225523919,185.813073586795,199.108615999817,156.292076034985,192.9026181229,NA
2018,"payment_per_patient_disp","South West",193.089103597574,216.022652071011,214.035836190433,186.867050544412,148.102557288322,192.9026181229,NA
2019,"payment_per_patient_disp","England",195.633505582801,202.918081949876,189.674105310328,182.916524454476,145.405072349634,194.820197660015,NA
2019,"payment_per_patient_disp","East of England",191.899035121118,193.833593878656,190.249070441443,173.671699054738,NA,194.820197660015,NA
2019,"payment_per_patient_disp","London",164.7188237818,146.004432398014,168.287237332598,159.902578507097,NA,194.820197660015,NA
2019,"payment_per_patient_disp","Midlands",205.272299246659,204.424393432009,184.153046766447,205.166211785677,141.668108136723,194.820197660015,NA
2019,"payment_per_patient_disp","North East & Yorkshire",197.346974509482,202.955878226608,182.823470570376,183.750127793151,168.790250800841,194.820197660015,NA
2019,"payment_per_patient_disp","North West",206.164766618582,210.995636850531,160.729570075557,113.720378977321,NA,194.820197660015,NA
2019,"payment_per_patient_disp","South East",188.973881933509,200.489880763035,194.172660730935,195.065397850248,152.769048671631,194.820197660015,NA
2019,"payment_per_patient_disp","South West",195.028284996345,216.001072839312,203.12083288238,179.496297648285,144.877576170426,194.820197660015,NA
2020,"payment_per_patient_disp","London",NA,159.329759168682,152.599890851335,167.852863771722,NA,195.3743638428,NA
2020,"payment_per_patient_disp","Midlands",207.218918546367,205.780616220756,190.224898094094,215.019317147035,142.34381414009,195.3743638428,NA
2020,"payment_per_patient_disp","North East & Yorkshire",198.381124176151,197.669378073259,185.195902247372,167.863887225426,210.414381222646,195.3743638428,NA
2020,"payment_per_patient_disp","England",194.310666687397,203.88219635389,194.600655621148,180.106920526567,162.445110117408,195.3743638428,NA
2020,"payment_per_patient_disp","East of England",187.536216752458,197.968716832035,192.962343236984,168.208065169275,NA,195.3743638428,NA
2020,"payment_per_patient_disp","South East",186.466791624693,201.261579287267,207.641706707812,191.37632106372,150.408332442221,195.3743638428,NA
2020,"payment_per_patient_disp","South West",197.218730697801,217.477764878987,212.496301757686,180.711218924494,146.564062909084,195.3743638428,NA
2020,"payment_per_patient_disp","North West",191.758519309356,206.279869418412,151.648294593189,NA,NA,195.3743638428,NA
2021,"payment_per_patient_disp","East of England",205.020273819174,219.516387812383,214.240984227261,178.703716287961,NA,211.872925458717,NA
2021,"payment_per_patient_disp","England",207.93429068744,225.246899256503,212.641654324161,194.784883430247,174.085288367325,211.872925458717,NA
2021,"payment_per_patient_disp","North East & Yorkshire",210.498329753586,226.475365067327,195.098820206986,184.266819300088,212.807403334571,211.872925458717,NA
2021,"payment_per_patient_disp","North West",192.697354722424,231.784949941812,173.759842928657,NA,179.647558191875,211.872925458717,NA
2021,"payment_per_patient_disp","London",NA,178.152748286426,165.18573919241,171.749861393554,NA,211.872925458717,NA
